"UPC_i","DESCRIP_i","UPC_j","DESCRIP_j","weeks_together"
3000001190,"QUAKER INST OATML MP",3000003790,"QUAKER INSTANT GRITS",102
3000001200,"QUICK QUAKER OATS",3000003790,"QUAKER INSTANT GRITS",102
3000001210,"QUAKER INSTANT OATME",3000003790,"QUAKER INSTANT GRITS",102
3000002190,"KRETSCHMER WHEAT GER",3000003790,"QUAKER INSTANT GRITS",102
3000003790,"QUAKER INSTANT GRITS",3000004170,"QUAKER Q/W HOMINY GR",102
3000003790,"QUAKER INSTANT GRITS",3000007060,"QUAKER HOT OAT BRAN",102
1313000698,"NABISCO CREAM OF RIC",3000003790,"QUAKER INSTANT GRITS",101
1313006025,"MIX N EAT CREAM OF W",3000003790,"QUAKER INSTANT GRITS",101
1800063070,"PILS FARINA",3000003790,"QUAKER INSTANT GRITS",101
3000001240,"QUAKER INST OATML RS",3000003790,"QUAKER INSTANT GRITS",101
3000001380,"QUAKER INST OATML AP",3000003790,"QUAKER INSTANT GRITS",101
3000001460,"QUAKER OAT VARIETY",3000003790,"QUAKER INSTANT GRITS",101
3000001570,"~QUAKER MAPLE OATMEA",3828125073,"DOM QUICK OATS",100
3000001880,"QUAKER FRUIT & CREAM",3000003790,"QUAKER INSTANT GRITS",100
3000002350,"KRETCHMER HONEY WHT",3000003790,"QUAKER INSTANT GRITS",100
1313006057,"INST CRM OF WHT-VARI",3000003790,"QUAKER INSTANT GRITS",99
3000001570,"~QUAKER MAPLE OATMEA",3000003790,"QUAKER INSTANT GRITS",99
3000001570,"~QUAKER MAPLE OATMEA",3828125077,"DOM QUICK OATS",99
3000001760,"QUAKER VRTY INST OAT",3000003790,"QUAKER INSTANT GRITS",99
3000001800,"QUAKER INST OATML PE",3000003790,"QUAKER INSTANT GRITS",99
3000003790,"QUAKER INSTANT GRITS",4240000105,"QUICK MALT O MEAL",99
1313000602,"NABISCO CREAM OF WHT",3000003790,"QUAKER INSTANT GRITS",98
3000003790,"QUAKER INSTANT GRITS",3000004760,"QUAKER INSTANT GRITS",98
1313000612,"CREAM OF WHEAT QUICK",3000002390,"~QUAKER MULTIGRAIN",97
1800063070,"PILS FARINA",3000002390,"~QUAKER MULTIGRAIN",97
3000001040,"QUAKER OLD FASHIONED",3000002390,"~QUAKER MULTIGRAIN",97
3000001180,"QUICK QUAKER OATS",3000002390,"~QUAKER MULTIGRAIN",97
3000001200,"QUICK QUAKER OATS",3000002390,"~QUAKER MULTIGRAIN",97
3000001210,"QUAKER INSTANT OATME",3000002390,"~QUAKER MULTIGRAIN",97
3000001460,"QUAKER OAT VARIETY",3000002390,"~QUAKER MULTIGRAIN",97
3000001570,"~QUAKER MAPLE OATMEA",3000002620,"$QUAKER KIDS CHOICE",97
3000002390,"~QUAKER MULTIGRAIN",3000007060,"QUAKER HOT OAT BRAN",97
1313000622,"CREAM OF WHEAT INSTA",3000002390,"~QUAKER MULTIGRAIN",96
1313006025,"MIX N EAT CREAM OF W",3000002390,"~QUAKER MULTIGRAIN",96
3000001020,"QUAKER OATS REGULAR",3000002390,"~QUAKER MULTIGRAIN",96
3000001240,"QUAKER INST OATML RS",3000002390,"~QUAKER MULTIGRAIN",96
3000001380,"QUAKER INST OATML AP",3000002390,"~QUAKER MULTIGRAIN",96
3000001880,"QUAKER FRUIT & CREAM",3000002390,"~QUAKER MULTIGRAIN",96
3000002190,"KRETSCHMER WHEAT GER",3000002390,"~QUAKER MULTIGRAIN",96
1313006053,"~MIX N EAT BROWN SUG",3000004760,"QUAKER INSTANT GRITS",95
3000002390,"~QUAKER MULTIGRAIN",3000004170,"QUAKER Q/W HOMINY GR",95
3000002390,"~QUAKER MULTIGRAIN",4240000105,"QUICK MALT O MEAL",95
3000001340,"QUAKER OATMEAL CINNA",3000003790,"QUAKER INSTANT GRITS",94
3000001820,"QUAKER INSTANT STRAW",3000003790,"QUAKER INSTANT GRITS",94
3000002390,"~QUAKER MULTIGRAIN",3000004760,"QUAKER INSTANT GRITS",94
3000001340,"QUAKER OATMEAL CINNA",3000002390,"~QUAKER MULTIGRAIN",93
3000001570,"~QUAKER MAPLE OATMEA",3828125098,"DOM INSTANT OATMEAL",93
3000001820,"QUAKER INSTANT STRAW",3000002390,"~QUAKER MULTIGRAIN",93
1313000602,"NABISCO CREAM OF WHT",3000002390,"~QUAKER MULTIGRAIN",92
1313000612,"CREAM OF WHEAT QUICK",1313006031,"CRM OF WHT INST APPL",92
1313006025,"MIX N EAT CREAM OF W",1313006031,"CRM OF WHT INST APPL",92
1313006031,"CRM OF WHT INST APPL",3000001020,"QUAKER OATS REGULAR",92
1313006031,"CRM OF WHT INST APPL",3000001040,"QUAKER OLD FASHIONED",92
1313006031,"CRM OF WHT INST APPL",3000001190,"QUAKER INST OATML MP",92
1313006031,"CRM OF WHT INST APPL",3000001200,"QUICK QUAKER OATS",92
1313006031,"CRM OF WHT INST APPL",3828125073,"DOM QUICK OATS",92
3000001570,"~QUAKER MAPLE OATMEA",3828125081,"DOM INSTANT OATMEAL",92
3000001800,"QUAKER INST OATML PE",3000002390,"~QUAKER MULTIGRAIN",92
1313006031,"CRM OF WHT INST APPL",3000001380,"QUAKER INST OATML AP",91
1313006031,"CRM OF WHT INST APPL",3000007060,"QUAKER HOT OAT BRAN",91
1313006031,"CRM OF WHT INST APPL",3828125077,"DOM QUICK OATS",91
3000001570,"~QUAKER MAPLE OATMEA",3828125085,"DOM INSTANT OATMEAL",91
1313006031,"CRM OF WHT INST APPL",1800063070,"PILS FARINA",90
1313006031,"CRM OF WHT INST APPL",3000001210,"QUAKER INSTANT OATME",90
1313006031,"CRM OF WHT INST APPL",3000001240,"QUAKER INST OATML RS",90
1313006031,"CRM OF WHT INST APPL",3000001880,"QUAKER FRUIT & CREAM",90
1313006057,"INST CRM OF WHT-VARI",3000002390,"~QUAKER MULTIGRAIN",90
1313006031,"CRM OF WHT INST APPL",3000001460,"QUAKER OAT VARIETY",89
1313006031,"CRM OF WHT INST APPL",3000002190,"KRETSCHMER WHEAT GER",89
1313006031,"CRM OF WHT INST APPL",3000004170,"QUAKER Q/W HOMINY GR",89
3000001580,"QUAKER APPLE CINAMON",3000003790,"QUAKER INSTANT GRITS",89
1313006025,"MIX N EAT CREAM OF W",3828125105,"DOM APPLE & CINNAMON",88
1313006031,"CRM OF WHT INST APPL",1313006035,"~MIX N EAT BROWN SUG",88
1313006031,"CRM OF WHT INST APPL",3000001180,"QUICK QUAKER OATS",88
3000001020,"QUAKER OATS REGULAR",3828125105,"DOM APPLE & CINNAMON",88
3000001040,"QUAKER OLD FASHIONED",3828125105,"DOM APPLE & CINNAMON",88
3000001190,"QUAKER INST OATML MP",3000002390,"~QUAKER MULTIGRAIN",88
3000001190,"QUAKER INST OATML MP",3828125105,"DOM APPLE & CINNAMON",88
3000001200,"QUICK QUAKER OATS",3828125105,"DOM APPLE & CINNAMON",88
3000001240,"QUAKER INST OATML RS",3828125105,"DOM APPLE & CINNAMON",88
3000001380,"QUAKER INST OATML AP",3828125105,"DOM APPLE & CINNAMON",88
3828125073,"DOM QUICK OATS",3828125105,"DOM APPLE & CINNAMON",88
3828125077,"DOM QUICK OATS",3828125105,"DOM APPLE & CINNAMON",88
1313000622,"CREAM OF WHEAT INSTA",1313006031,"CRM OF WHT INST APPL",87
3000004170,"QUAKER Q/W HOMINY GR",3828125105,"DOM APPLE & CINNAMON",87
3000007060,"QUAKER HOT OAT BRAN",3828125105,"DOM APPLE & CINNAMON",87
1313000612,"CREAM OF WHEAT QUICK",3828125105,"DOM APPLE & CINNAMON",86
3000001210,"QUAKER INSTANT OATME",3828125105,"DOM APPLE & CINNAMON",86
3000001880,"QUAKER FRUIT & CREAM",3828125105,"DOM APPLE & CINNAMON",86
1313006031,"CRM OF WHT INST APPL",3000001340,"QUAKER OATMEAL CINNA",85
1313006031,"CRM OF WHT INST APPL",3000001800,"QUAKER INST OATML PE",85
1800063070,"PILS FARINA",3828125105,"DOM APPLE & CINNAMON",85
1313000622,"CREAM OF WHEAT INSTA",3828125105,"DOM APPLE & CINNAMON",84
1313006031,"CRM OF WHT INST APPL",3828125098,"DOM INSTANT OATMEAL",84
3000001180,"QUICK QUAKER OATS",3828125105,"DOM APPLE & CINNAMON",84
3000002190,"KRETSCHMER WHEAT GER",3828125105,"DOM APPLE & CINNAMON",84
1313006031,"CRM OF WHT INST APPL",3828125081,"DOM INSTANT OATMEAL",83
1313006031,"CRM OF WHT INST APPL",4240000105,"QUICK MALT O MEAL",83
1313006035,"~MIX N EAT BROWN SUG",3828125105,"DOM APPLE & CINNAMON",83
1313006053,"~MIX N EAT BROWN SUG",3000001570,"~QUAKER MAPLE OATMEA",83
3000001460,"QUAKER OAT VARIETY",3828125105,"DOM APPLE & CINNAMON",83
1313000698,"NABISCO CREAM OF RIC",3000002390,"~QUAKER MULTIGRAIN",81
1313006031,"CRM OF WHT INST APPL",3828125085,"DOM INSTANT OATMEAL",81
3000002350,"KRETCHMER HONEY WHT",3000002390,"~QUAKER MULTIGRAIN",81
1313006031,"CRM OF WHT INST APPL",3000002620,"$QUAKER KIDS CHOICE",80
3000001760,"QUAKER VRTY INST OAT",3000002390,"~QUAKER MULTIGRAIN",80
3000001800,"QUAKER INST OATML PE",3828125105,"DOM APPLE & CINNAMON",80
1313006031,"CRM OF WHT INST APPL",1313006057,"INST CRM OF WHT-VARI",79
3000001570,"~QUAKER MAPLE OATMEA",3000002390,"~QUAKER MULTIGRAIN",79
3828125081,"DOM INSTANT OATMEAL",3828125105,"DOM APPLE & CINNAMON",79
3828125085,"DOM INSTANT OATMEAL",3828125105,"DOM APPLE & CINNAMON",79
1313000612,"CREAM OF WHEAT QUICK",1313006058,"~INS CREAM OF WHEAT-",78
1313000622,"CREAM OF WHEAT INSTA",1313006058,"~INS CREAM OF WHEAT-",78
1313006025,"MIX N EAT CREAM OF W",1313006058,"~INS CREAM OF WHEAT-",78
1313006058,"~INS CREAM OF WHEAT-",1800063070,"PILS FARINA",78
1313006058,"~INS CREAM OF WHEAT-",3000001020,"QUAKER OATS REGULAR",78
1313006058,"~INS CREAM OF WHEAT-",3000001040,"QUAKER OLD FASHIONED",78
1313006058,"~INS CREAM OF WHEAT-",3000001180,"QUICK QUAKER OATS",78
1313006058,"~INS CREAM OF WHEAT-",3000001190,"QUAKER INST OATML MP",78
1313006058,"~INS CREAM OF WHEAT-",3000001200,"QUICK QUAKER OATS",78
1313006058,"~INS CREAM OF WHEAT-",3000001210,"QUAKER INSTANT OATME",78
1313006058,"~INS CREAM OF WHEAT-",3000001760,"QUAKER VRTY INST OAT",78
1313006058,"~INS CREAM OF WHEAT-",3000002190,"KRETSCHMER WHEAT GER",78
1313006058,"~INS CREAM OF WHEAT-",3000004170,"QUAKER Q/W HOMINY GR",78
1313006058,"~INS CREAM OF WHEAT-",3000007060,"QUAKER HOT OAT BRAN",78
3000001340,"QUAKER OATMEAL CINNA",3828125105,"DOM APPLE & CINNAMON",78
3828125098,"DOM INSTANT OATMEAL",3828125105,"DOM APPLE & CINNAMON",78
1313000698,"NABISCO CREAM OF RIC",1313006058,"~INS CREAM OF WHEAT-",77
1313006057,"INST CRM OF WHT-VARI",1313006058,"~INS CREAM OF WHEAT-",77
1313006058,"~INS CREAM OF WHEAT-",3000001380,"QUAKER INST OATML AP",77
1313006058,"~INS CREAM OF WHEAT-",3000001460,"QUAKER OAT VARIETY",77
1313006058,"~INS CREAM OF WHEAT-",3000001800,"QUAKER INST OATML PE",77
1313006058,"~INS CREAM OF WHEAT-",3000002350,"KRETCHMER HONEY WHT",77
1313000602,"NABISCO CREAM OF WHT",1313006058,"~INS CREAM OF WHEAT-",76
1313006058,"~INS CREAM OF WHEAT-",3000001240,"QUAKER INST OATML RS",76
1313006058,"~INS CREAM OF WHEAT-",3000001570,"~QUAKER MAPLE OATMEA",76
1313006058,"~INS CREAM OF WHEAT-",3000001880,"QUAKER FRUIT & CREAM",76
1313006058,"~INS CREAM OF WHEAT-",3000004760,"QUAKER INSTANT GRITS",76
1313000698,"NABISCO CREAM OF RIC",1313006031,"CRM OF WHT INST APPL",75
1313006025,"MIX N EAT CREAM OF W",3000002720,"KRETCHMER TOASTED WH",75
1313006058,"~INS CREAM OF WHEAT-",4240000105,"QUICK MALT O MEAL",75
1800063070,"PILS FARINA",3000002720,"KRETCHMER TOASTED WH",75
3000001040,"QUAKER OLD FASHIONED",3000002720,"KRETCHMER TOASTED WH",75
3000001180,"QUICK QUAKER OATS",3000002720,"KRETCHMER TOASTED WH",75
3000001200,"QUICK QUAKER OATS",3000002720,"KRETCHMER TOASTED WH",75
3000001210,"QUAKER INSTANT OATME",3000002720,"KRETCHMER TOASTED WH",75
3000001240,"QUAKER INST OATML RS",3000002720,"KRETCHMER TOASTED WH",75
3000001760,"QUAKER VRTY INST OAT",3828125105,"DOM APPLE & CINNAMON",75
3000002720,"KRETCHMER TOASTED WH",3000004760,"QUAKER INSTANT GRITS",75
3000002720,"KRETCHMER TOASTED WH",3000007060,"QUAKER HOT OAT BRAN",75
1112600328,"COCO WHEATS",1313000612,"CREAM OF WHEAT QUICK",74
1112600328,"COCO WHEATS",1313006025,"MIX N EAT CREAM OF W",74
1112600328,"COCO WHEATS",3000001020,"QUAKER OATS REGULAR",74
1112600328,"COCO WHEATS",3000001040,"QUAKER OLD FASHIONED",74
1112600328,"COCO WHEATS",3000001190,"QUAKER INST OATML MP",74
1112600328,"COCO WHEATS",3000001200,"QUICK QUAKER OATS",74
1112600328,"COCO WHEATS",3000001210,"QUAKER INSTANT OATME",74
1112600328,"COCO WHEATS",3000001240,"QUAKER INST OATML RS",74
1313000622,"CREAM OF WHEAT INSTA",3000002720,"KRETCHMER TOASTED WH",74
1313006058,"~INS CREAM OF WHEAT-",3000001340,"QUAKER OATMEAL CINNA",74
3000001020,"QUAKER OATS REGULAR",3000002720,"KRETCHMER TOASTED WH",74
3000001880,"QUAKER FRUIT & CREAM",3000002720,"KRETCHMER TOASTED WH",74
3000002190,"KRETSCHMER WHEAT GER",3000002720,"KRETCHMER TOASTED WH",74
3828125105,"DOM APPLE & CINNAMON",4240000105,"QUICK MALT O MEAL",74
1112600328,"COCO WHEATS",3000001380,"QUAKER INST OATML AP",73
1112600328,"COCO WHEATS",3000001460,"QUAKER OAT VARIETY",73
1112600328,"COCO WHEATS",3000001880,"QUAKER FRUIT & CREAM",73
1112600328,"COCO WHEATS",3000004170,"QUAKER Q/W HOMINY GR",73
1112600328,"COCO WHEATS",3000007060,"QUAKER HOT OAT BRAN",73
1313000612,"CREAM OF WHEAT QUICK",3000002720,"KRETCHMER TOASTED WH",73
1313000698,"NABISCO CREAM OF RIC",3828125105,"DOM APPLE & CINNAMON",73
1313006031,"CRM OF WHT INST APPL",3000001760,"QUAKER VRTY INST OAT",73
1313006057,"INST CRM OF WHT-VARI",3000002720,"KRETCHMER TOASTED WH",73
1313006057,"INST CRM OF WHT-VARI",3828125105,"DOM APPLE & CINNAMON",73
1313006058,"~INS CREAM OF WHEAT-",3000001820,"QUAKER INSTANT STRAW",73
1313006058,"~INS CREAM OF WHEAT-",3000003790,"QUAKER INSTANT GRITS",73
3000001380,"QUAKER INST OATML AP",3000002720,"KRETCHMER TOASTED WH",73
3000001460,"QUAKER OAT VARIETY",3000002720,"KRETCHMER TOASTED WH",73
3000002720,"KRETCHMER TOASTED WH",3000004170,"QUAKER Q/W HOMINY GR",73
3000002720,"KRETCHMER TOASTED WH",4240000105,"QUICK MALT O MEAL",73
1112600328,"COCO WHEATS",1800063070,"PILS FARINA",72
1112600328,"COCO WHEATS",3000001760,"QUAKER VRTY INST OAT",72
1112600328,"COCO WHEATS",3000002190,"KRETSCHMER WHEAT GER",72
1313006025,"MIX N EAT CREAM OF W",3000002300,"~KIDS CHOICE STRWBRY",72
1313006031,"CRM OF WHT INST APPL",3000001820,"QUAKER INSTANT STRAW",72
3000001040,"QUAKER OLD FASHIONED",3000002300,"~KIDS CHOICE STRWBRY",72
3000001180,"QUICK QUAKER OATS",3000002300,"~KIDS CHOICE STRWBRY",72
3000001200,"QUICK QUAKER OATS",3000002300,"~KIDS CHOICE STRWBRY",72
3000001800,"QUAKER INST OATML PE",3000002720,"KRETCHMER TOASTED WH",72
3000002300,"~KIDS CHOICE STRWBRY",3000004760,"QUAKER INSTANT GRITS",72
3000002300,"~KIDS CHOICE STRWBRY",3000007060,"QUAKER HOT OAT BRAN",72
1112600328,"COCO WHEATS",1313000622,"CREAM OF WHEAT INSTA",71
1112600328,"COCO WHEATS",3000001180,"QUICK QUAKER OATS",71
1112600328,"COCO WHEATS",3000001340,"QUAKER OATMEAL CINNA",71
1800063070,"PILS FARINA",3000002300,"~KIDS CHOICE STRWBRY",71
3000001020,"QUAKER OATS REGULAR",3000002300,"~KIDS CHOICE STRWBRY",71
3000001880,"QUAKER FRUIT & CREAM",3000002300,"~KIDS CHOICE STRWBRY",71
3000002190,"KRETSCHMER WHEAT GER",3000002300,"~KIDS CHOICE STRWBRY",71
3000002300,"~KIDS CHOICE STRWBRY",3828125073,"DOM QUICK OATS",71
3000002300,"~KIDS CHOICE STRWBRY",3828125077,"DOM QUICK OATS",71
1112600328,"COCO WHEATS",1313000698,"NABISCO CREAM OF RIC",70
1112600328,"COCO WHEATS",4240000105,"QUICK MALT O MEAL",70
1313000612,"CREAM OF WHEAT QUICK",3000002300,"~KIDS CHOICE STRWBRY",70
1313000622,"CREAM OF WHEAT INSTA",3000002300,"~KIDS CHOICE STRWBRY",70
1313006058,"~INS CREAM OF WHEAT-",3000001580,"QUAKER APPLE CINAMON",70
3000001210,"QUAKER INSTANT OATME",3000002300,"~KIDS CHOICE STRWBRY",70
3000001380,"QUAKER INST OATML AP",3000002300,"~KIDS CHOICE STRWBRY",70
3000001820,"QUAKER INSTANT STRAW",3000002720,"KRETCHMER TOASTED WH",70
3000002300,"~KIDS CHOICE STRWBRY",3000004170,"QUAKER Q/W HOMINY GR",70
3000002620,"$QUAKER KIDS CHOICE",3828125105,"DOM APPLE & CINNAMON",70
1112600328,"COCO WHEATS",3000001800,"QUAKER INST OATML PE",69
1313006031,"CRM OF WHT INST APPL",3828125105,"DOM APPLE & CINNAMON",69
1313006035,"~MIX N EAT BROWN SUG",3000002300,"~KIDS CHOICE STRWBRY",69
1313006057,"INST CRM OF WHT-VARI",3000002300,"~KIDS CHOICE STRWBRY",69
3000001190,"QUAKER INST OATML MP",3000002720,"KRETCHMER TOASTED WH",69
3000001240,"QUAKER INST OATML RS",3000002300,"~KIDS CHOICE STRWBRY",69
3000001190,"QUAKER INST OATML MP",3000002300,"~KIDS CHOICE STRWBRY",68
3000001340,"QUAKER OATMEAL CINNA",3000002720,"KRETCHMER TOASTED WH",68
3000002720,"KRETCHMER TOASTED WH",3828125073,"DOM QUICK OATS",68
3000002720,"KRETCHMER TOASTED WH",3828125077,"DOM QUICK OATS",68
1313000602,"NABISCO CREAM OF WHT",3000002720,"KRETCHMER TOASTED WH",67
1313006035,"~MIX N EAT BROWN SUG",3000002720,"KRETCHMER TOASTED WH",67
1313006053,"~MIX N EAT BROWN SUG",3000002620,"$QUAKER KIDS CHOICE",67
3000002390,"~QUAKER MULTIGRAIN",3828125073,"DOM QUICK OATS",67
3000002390,"~QUAKER MULTIGRAIN",3828125077,"DOM QUICK OATS",67
3000002390,"~QUAKER MULTIGRAIN",3828125098,"DOM INSTANT OATMEAL",67
1313006035,"~MIX N EAT BROWN SUG",3000002390,"~QUAKER MULTIGRAIN",66
3000001460,"QUAKER OAT VARIETY",3000002300,"~KIDS CHOICE STRWBRY",66
3000001800,"QUAKER INST OATML PE",3000002300,"~KIDS CHOICE STRWBRY",66
3000002300,"~KIDS CHOICE STRWBRY",3828125081,"DOM INSTANT OATMEAL",66
3000002390,"~QUAKER MULTIGRAIN",3000002620,"$QUAKER KIDS CHOICE",66
3000002390,"~QUAKER MULTIGRAIN",3828125081,"DOM INSTANT OATMEAL",66
3000002720,"KRETCHMER TOASTED WH",3828125081,"DOM INSTANT OATMEAL",66
3000002720,"KRETCHMER TOASTED WH",3828125098,"DOM INSTANT OATMEAL",66
1112600328,"COCO WHEATS",1313000602,"NABISCO CREAM OF WHT",65
1112600328,"COCO WHEATS",1313006057,"INST CRM OF WHT-VARI",65
1313000602,"NABISCO CREAM OF WHT",1313006031,"CRM OF WHT INST APPL",65
1313006053,"~MIX N EAT BROWN SUG",3000001580,"QUAKER APPLE CINAMON",65
3000002720,"KRETCHMER TOASTED WH",3828125085,"DOM INSTANT OATMEAL",65
1112600328,"COCO WHEATS",3000002350,"KRETCHMER HONEY WHT",64
1313006031,"CRM OF WHT INST APPL",3000004760,"QUAKER INSTANT GRITS",64
3000001820,"QUAKER INSTANT STRAW",3000002300,"~KIDS CHOICE STRWBRY",64
3000002390,"~QUAKER MULTIGRAIN",3828125085,"DOM INSTANT OATMEAL",64
1313006035,"~MIX N EAT BROWN SUG",1313006053,"~MIX N EAT BROWN SUG",63
1313006053,"~MIX N EAT BROWN SUG",3828125073,"DOM QUICK OATS",63
1313006053,"~MIX N EAT BROWN SUG",3828125077,"DOM QUICK OATS",63
3000002300,"~KIDS CHOICE STRWBRY",3828125098,"DOM INSTANT OATMEAL",63
3000002300,"~KIDS CHOICE STRWBRY",4240000105,"QUICK MALT O MEAL",63
1313006053,"~MIX N EAT BROWN SUG",3828125085,"DOM INSTANT OATMEAL",62
3000001820,"QUAKER INSTANT STRAW",3828125105,"DOM APPLE & CINNAMON",62
3000002300,"~KIDS CHOICE STRWBRY",3828125085,"DOM INSTANT OATMEAL",62
1313006053,"~MIX N EAT BROWN SUG",3828125098,"DOM INSTANT OATMEAL",61
3000001340,"QUAKER OATMEAL CINNA",3000002300,"~KIDS CHOICE STRWBRY",61
1313000698,"NABISCO CREAM OF RIC",3000002720,"KRETCHMER TOASTED WH",59
1313006053,"~MIX N EAT BROWN SUG",3828125081,"DOM INSTANT OATMEAL",59
3000002350,"KRETCHMER HONEY WHT",3000002720,"KRETCHMER TOASTED WH",59
1112600328,"COCO WHEATS",3000001820,"QUAKER INSTANT STRAW",58
1313000602,"NABISCO CREAM OF WHT",3828125105,"DOM APPLE & CINNAMON",58
1313006053,"~MIX N EAT BROWN SUG",3828125105,"DOM APPLE & CINNAMON",58
3000002620,"$QUAKER KIDS CHOICE",3000002720,"KRETCHMER TOASTED WH",58
1112600328,"COCO WHEATS",1313006053,"~MIX N EAT BROWN SUG",57
1313000612,"CREAM OF WHEAT QUICK",3000001370,"QUAKER INST OAT-HONE",57
1313000622,"CREAM OF WHEAT INSTA",3000001370,"QUAKER INST OAT-HONE",57
1313006025,"MIX N EAT CREAM OF W",3000001370,"QUAKER INST OAT-HONE",57
3000001020,"QUAKER OATS REGULAR",3000001370,"QUAKER INST OAT-HONE",57
3000001040,"QUAKER OLD FASHIONED",3000001370,"QUAKER INST OAT-HONE",57
3000001180,"QUICK QUAKER OATS",3000001370,"QUAKER INST OAT-HONE",57
3000001190,"QUAKER INST OATML MP",3000001370,"QUAKER INST OAT-HONE",57
3000001200,"QUICK QUAKER OATS",3000001370,"QUAKER INST OAT-HONE",57
3000001210,"QUAKER INSTANT OATME",3000001370,"QUAKER INST OAT-HONE",57
3000001370,"QUAKER INST OAT-HONE",3000001460,"QUAKER OAT VARIETY",57
3000001370,"QUAKER INST OAT-HONE",3000001800,"QUAKER INST OATML PE",57
3000001370,"QUAKER INST OAT-HONE",3000002190,"KRETSCHMER WHEAT GER",57
3000001370,"QUAKER INST OAT-HONE",3000004170,"QUAKER Q/W HOMINY GR",57
3000001370,"QUAKER INST OAT-HONE",3000007060,"QUAKER HOT OAT BRAN",57
3000001760,"QUAKER VRTY INST OAT",3000002720,"KRETCHMER TOASTED WH",57
1313000698,"NABISCO CREAM OF RIC",3000002300,"~KIDS CHOICE STRWBRY",56
1313006057,"INST CRM OF WHT-VARI",3000001370,"QUAKER INST OAT-HONE",56
1800063070,"PILS FARINA",3000001370,"QUAKER INST OAT-HONE",56
3000001370,"QUAKER INST OAT-HONE",3000004760,"QUAKER INSTANT GRITS",56
3000001570,"~QUAKER MAPLE OATMEA",3000002720,"KRETCHMER TOASTED WH",56
1313000698,"NABISCO CREAM OF RIC",3000001370,"QUAKER INST OAT-HONE",55
3000001240,"QUAKER INST OATML RS",3000001370,"QUAKER INST OAT-HONE",55
3000001370,"QUAKER INST OAT-HONE",3000001380,"QUAKER INST OATML AP",55
3000001370,"QUAKER INST OAT-HONE",3000001570,"~QUAKER MAPLE OATMEA",55
3000001370,"QUAKER INST OAT-HONE",3000001760,"QUAKER VRTY INST OAT",55
3000001370,"QUAKER INST OAT-HONE",3000001880,"QUAKER FRUIT & CREAM",55
3000001370,"QUAKER INST OAT-HONE",3000002350,"KRETCHMER HONEY WHT",55
3000002390,"~QUAKER MULTIGRAIN",3000002720,"KRETCHMER TOASTED WH",55
3000004760,"QUAKER INSTANT GRITS",3828125105,"DOM APPLE & CINNAMON",55
1112600328,"COCO WHEATS",1313006035,"~MIX N EAT BROWN SUG",54
1313000602,"NABISCO CREAM OF WHT",3000001370,"QUAKER INST OAT-HONE",54
1313000602,"NABISCO CREAM OF WHT",3000002300,"~KIDS CHOICE STRWBRY",54
1313000612,"CREAM OF WHEAT QUICK",3000001350,"QUAKER INST OAT & CI",54
1313000622,"CREAM OF WHEAT INSTA",3000001350,"QUAKER INST OAT & CI",54
1313006025,"MIX N EAT CREAM OF W",3000001350,"QUAKER INST OAT & CI",54
1313006035,"~MIX N EAT BROWN SUG",3000001580,"QUAKER APPLE CINAMON",54
1800063070,"PILS FARINA",3000001350,"QUAKER INST OAT & CI",54
3000001020,"QUAKER OATS REGULAR",3000001350,"QUAKER INST OAT & CI",54
3000001040,"QUAKER OLD FASHIONED",3000001350,"QUAKER INST OAT & CI",54
3000001180,"QUICK QUAKER OATS",3000001350,"QUAKER INST OAT & CI",54
3000001190,"QUAKER INST OATML MP",3000001350,"QUAKER INST OAT & CI",54
3000001200,"QUICK QUAKER OATS",3000001350,"QUAKER INST OAT & CI",54
3000001210,"QUAKER INSTANT OATME",3000001350,"QUAKER INST OAT & CI",54
3000001350,"QUAKER INST OAT & CI",3000001460,"QUAKER OAT VARIETY",54
3000001350,"QUAKER INST OAT & CI",3000001800,"QUAKER INST OATML PE",54
3000001350,"QUAKER INST OAT & CI",3000002190,"KRETSCHMER WHEAT GER",54
3000001350,"QUAKER INST OAT & CI",3000004170,"QUAKER Q/W HOMINY GR",54
3000001350,"QUAKER INST OAT & CI",3000007060,"QUAKER HOT OAT BRAN",54
3000001370,"QUAKER INST OAT-HONE",4240000105,"QUICK MALT O MEAL",54
1313006057,"INST CRM OF WHT-VARI",3000001350,"QUAKER INST OAT & CI",53
3000001350,"QUAKER INST OAT & CI",3000001370,"QUAKER INST OAT-HONE",53
3000001350,"QUAKER INST OAT & CI",3000001760,"QUAKER VRTY INST OAT",53
3000001350,"QUAKER INST OAT & CI",3000002350,"KRETCHMER HONEY WHT",53
3000001350,"QUAKER INST OAT & CI",3000004760,"QUAKER INSTANT GRITS",53
3000002300,"~KIDS CHOICE STRWBRY",3000002620,"$QUAKER KIDS CHOICE",53
1313000698,"NABISCO CREAM OF RIC",3000001350,"QUAKER INST OAT & CI",52
1313006031,"CRM OF WHT INST APPL",1313006053,"~MIX N EAT BROWN SUG",52
1313006035,"~MIX N EAT BROWN SUG",3000001370,"QUAKER INST OAT-HONE",52
1313006035,"~MIX N EAT BROWN SUG",3000003790,"QUAKER INSTANT GRITS",52
1313006053,"~MIX N EAT BROWN SUG",3000003790,"QUAKER INSTANT GRITS",52
3000001240,"QUAKER INST OATML RS",3000001350,"QUAKER INST OAT & CI",52
3000001350,"QUAKER INST OAT & CI",3000001380,"QUAKER INST OATML AP",52
