"category","STORE","n_weeks","n_menus","n_upcs","n_effective_upc","n_upcs_always","n_upcs_95pct","n_menus_nitem","n_nitems","n_nitems_always","n_nitems_95pct"
"Crackers",73,377,56,209,95,40,41,54,196,42,44
"Crackers",74,376,58,260,94,46,47,57,239,47,49
"Crackers",75,374,61,236,103,35,35,60,219,37,38
"Crackers",76,379,67,254,100,47,48,63,235,49,51
"Crackers",77,379,61,238,96,41,41,59,221,42,43
"Crackers",78,378,63,218,100,34,34,60,204,36,37
"Crackers",80,378,65,232,102,38,39,65,218,40,42
"Crackers",81,374,60,253,96,44,45,58,239,46,48
"Crackers",83,379,66,207,94,30,30,63,195,30,31
"Crackers",84,378,60,219,98,36,36,57,204,38,39
"Crackers",86,376,65,252,104,43,43,64,234,45,46
"Crackers",88,375,61,215,96,30,32,61,203,31,34
"Crackers",89,372,62,201,99,33,34,61,192,35,37
"Crackers",90,376,61,234,97,48,49,61,216,50,51
"Crackers",91,377,57,190,84,30,30,55,180,31,32
"Crackers",92,374,61,240,102,41,41,59,226,42,43
"Crackers",93,364,64,243,108,41,42,62,229,42,44
"Crackers",94,370,62,241,96,42,42,59,221,43,44
"Crackers",95,373,63,220,106,0,37,60,206,1,40
"Crackers",97,293,35,144,54,37,37,33,133,38,39
"Crackers",98,373,61,262,102,49,50,60,243,51,52
"Crackers",100,370,60,252,100,49,49,57,232,51,52
"Crackers",101,379,59,251,97,50,50,58,236,51,52
"Crackers",102,371,60,254,101,50,50,56,234,52,52
"Crackers",103,376,60,251,103,47,49,58,232,49,51
"Crackers",104,369,63,290,108,48,49,60,264,50,52
"Crackers",105,375,62,258,105,48,50,61,236,50,52
"Crackers",106,372,65,248,104,46,46,62,234,48,49
"Crackers",107,372,62,248,96,49,49,60,233,51,52
"Crackers",109,374,62,286,98,52,52,60,266,55,56
"Crackers",110,372,61,264,96,51,52,59,245,53,53
"Crackers",111,379,62,201,97,32,32,60,190,33,35
"Crackers",112,376,59,269,94,51,52,57,253,53,54
"Crackers",113,375,63,250,99,47,50,62,235,49,52
"Crackers",114,375,62,253,100,49,49,61,239,48,50
"Crackers",115,375,58,279,99,49,50,57,254,51,52
"Crackers",116,373,65,249,95,48,49,62,234,50,51
"Crackers",117,372,59,237,99,44,45,57,221,46,48
"Crackers",118,347,50,163,80,38,38,50,154,40,41
"Crackers",119,374,61,250,97,50,50,59,230,52,53
"Crackers",121,376,64,278,99,52,52,62,258,55,56
"Crackers",122,376,64,277,98,49,49,61,260,51,52
"Crackers",123,371,60,247,92,44,45,59,233,46,48
"Crackers",124,366,63,221,96,34,36,62,209,36,39
"Crackers",126,372,59,272,103,51,51,58,255,53,54
"Crackers",128,373,62,251,93,49,49,59,237,51,52
"Crackers",129,353,60,254,96,52,52,59,242,52,53
"Crackers",130,338,62,235,98,47,47,60,224,49,50
"Crackers",131,371,60,259,96,51,51,59,248,53,54
"Crackers",132,377,63,222,94,40,40,62,211,41,42
"Crackers",133,307,49,223,69,55,55,49,216,56,57
"Crackers",134,314,59,243,89,53,55,57,233,54,57
"Crackers",135,52,7,144,7,130,130,7,142,129,129
"Crackers",136,307,49,226,75,55,56,48,218,57,59
"Crackers",137,320,57,255,89,53,54,56,243,55,57
"Crackers",139,226,48,213,66,56,57,46,207,57,58
"Crackers",140,38,6,135,6,88,88,6,133,87,87
"Crackers",141,34,5,134,5,123,123,5,132,122,122
"Crackers",142,38,7,135,7,79,79,7,133,78,78
"Crackers",143,48,9,144,9,126,126,9,142,125,125
"Crackers",144,48,5,142,5,126,126,5,140,125,125
"Crackers",146,28,4,129,4,124,124,4,127,122,122
"DishDetergent",2,385,66,249,113,26,26,50,159,35,35
"DishDetergent",5,388,62,254,113,25,26,48,164,31,32
"DishDetergent",8,388,64,268,121,28,28,52,174,36,36
"DishDetergent",9,385,66,256,122,26,26,55,165,34,35
"DishDetergent",12,387,67,255,115,28,28,55,166,35,35
"DishDetergent",14,387,66,249,116,26,26,55,161,32,32
"DishDetergent",18,384,68,253,111,27,27,54,163,35,35
"DishDetergent",21,389,69,261,121,25,26,55,170,34,36
"DishDetergent",28,388,64,245,109,26,26,52,158,34,35
"DishDetergent",32,382,66,250,119,27,28,50,161,34,36
"DishDetergent",33,388,70,236,109,21,22,57,155,27,28
"DishDetergent",40,379,67,252,115,26,27,51,161,33,34
"DishDetergent",44,384,62,251,109,29,29,51,162,35,35
"DishDetergent",45,363,46,201,85,33,33,33,121,40,40
"DishDetergent",47,383,66,255,117,28,28,54,164,35,35
"DishDetergent",48,388,63,242,110,28,28,51,156,34,35
"DishDetergent",49,359,45,204,86,36,36,33,126,44,44
"DishDetergent",50,265,37,185,72,30,44,26,113,36,53
"DishDetergent",51,377,70,258,116,24,25,56,165,33,34
"DishDetergent",52,386,64,262,119,28,28,50,171,36,36
"DishDetergent",53,390,69,245,115,26,26,51,159,34,34
"DishDetergent",54,389,73,251,113,27,28,51,161,34,35
"DishDetergent",56,389,65,256,119,27,28,49,165,34,35
"DishDetergent",59,387,64,263,113,28,28,53,170,35,35
"DishDetergent",62,391,67,258,115,27,28,49,164,34,36
"DishDetergent",64,349,49,195,88,30,30,36,117,36,36
"DishDetergent",67,373,68,247,116,27,28,53,158,35,36
"DishDetergent",68,386,71,249,119,29,29,56,162,36,36
"DishDetergent",70,385,66,265,118,28,28,49,174,37,37
"DishDetergent",71,387,70,262,132,26,27,56,170,35,36
"DishDetergent",72,390,69,255,118,27,27,53,165,35,35
"DishDetergent",73,389,69,258,111,26,27,50,167,35,36
"DishDetergent",74,388,65,256,113,28,28,48,167,35,36
"DishDetergent",75,386,65,258,122,26,26,54,165,35,35
"DishDetergent",76,391,67,253,111,28,28,53,162,36,36
"DishDetergent",77,391,63,256,112,25,27,52,169,33,35
"DishDetergent",78,390,65,256,119,28,28,52,166,37,37
"DishDetergent",80,390,67,259,117,29,29,52,167,38,38
"DishDetergent",81,386,70,257,118,25,27,56,168,33,35
"DishDetergent",83,391,68,252,114,25,27,53,164,33,35
"DishDetergent",84,390,65,255,120,27,27,53,166,35,35
"DishDetergent",86,388,69,256,124,26,27,54,168,34,35
"DishDetergent",88,387,61,249,107,26,27,49,163,35,36
"DishDetergent",89,384,68,249,116,27,27,52,163,35,35
"DishDetergent",90,388,68,248,118,28,28,50,163,36,36
"DishDetergent",91,389,71,255,117,29,29,60,166,38,38
"DishDetergent",92,386,56,246,99,27,27,41,158,36,36
"DishDetergent",93,376,65,255,109,29,29,54,164,35,36
"DishDetergent",94,382,64,254,112,28,28,53,164,36,36
"DishDetergent",95,385,66,249,122,1,27,56,161,15,35
"DishDetergent",97,305,41,191,73,36,36,30,117,42,42
"DishDetergent",98,385,67,264,112,29,29,52,171,37,37
"DishDetergent",100,382,63,256,119,26,26,49,166,35,35
"DishDetergent",101,391,65,264,114,27,27,53,171,36,36
"DishDetergent",102,383,62,260,113,27,28,53,168,37,38
"DishDetergent",103,388,69,259,121,30,30,55,169,37,37
"DishDetergent",104,381,66,258,115,29,29,53,168,37,37
"DishDetergent",105,387,69,259,115,29,29,54,170,38,38
"DishDetergent",106,384,64,257,111,29,29,51,169,37,37
"DishDetergent",107,384,61,260,122,27,27,46,170,35,35
"DishDetergent",109,386,64,259,116,28,29,52,168,36,36
"DishDetergent",110,384,72,259,120,29,29,53,168,36,36
"DishDetergent",111,391,63,244,110,25,25,52,160,36,36
"DishDetergent",112,388,68,263,115,28,28,58,171,37,37
"DishDetergent",113,387,70,260,116,26,27,58,169,35,36
"DishDetergent",114,387,70,258,124,23,26,57,167,33,36
"DishDetergent",115,387,69,258,121,28,29,57,167,37,38
"DishDetergent",116,385,67,249,116,25,26,55,162,33,34
"DishDetergent",117,384,57,236,110,25,25,42,153,32,32
"DishDetergent",118,359,49,203,94,37,37,37,122,43,43
"DishDetergent",119,386,67,255,119,26,26,55,165,35,35
"DishDetergent",121,388,71,259,122,26,26,47,170,36,37
"DishDetergent",122,388,68,266,121,26,26,51,173,34,34
"DishDetergent",123,383,70,259,114,27,28,53,166,34,35
"DishDetergent",124,378,69,261,119,26,26,50,169,34,34
"DishDetergent",126,384,63,262,115,30,30,47,172,37,37
"DishDetergent",128,385,64,262,112,29,29,50,169,37,37
"DishDetergent",129,365,66,264,118,25,25,54,170,35,35
"DishDetergent",130,350,71,252,114,24,25,54,166,35,35
"DishDetergent",131,383,63,261,114,28,28,48,169,36,36
"DishDetergent",132,389,63,263,115,28,28,49,170,36,36
"DishDetergent",133,319,50,193,78,33,35,43,160,38,41
"DishDetergent",134,326,66,233,106,33,33,53,163,41,41
"DishDetergent",135,52,10,97,10,82,82,9,91,78,78
"DishDetergent",136,319,57,192,71,38,39,46,160,44,45
"DishDetergent",137,332,67,226,100,31,31,50,153,38,38
"DishDetergent",139,238,46,177,67,35,39,36,152,40,44
"DishDetergent",140,38,9,91,9,69,69,9,91,69,69
"DishDetergent",141,34,6,91,6,81,81,6,90,80,80
"DishDetergent",142,38,7,90,7,72,72,7,90,72,72
"DishDetergent",143,48,10,95,10,79,79,8,91,79,79
"DishDetergent",144,48,8,94,8,78,78,8,92,78,78
"DishDetergent",146,28,6,92,6,81,81,6,92,81,81
"FabricSofteners",2,389,75,285,121,26,26,56,183,33,34
"FabricSofteners",5,392,67,275,116,24,24,51,175,36,36
"FabricSofteners",8,392,76,298,126,25,26,61,191,35,35
"FabricSofteners",9,389,77,295,135,26,27,57,189,34,35
"FabricSofteners",12,391,70,295,135,25,26,56,187,37,37
"FabricSofteners",14,391,73,288,128,25,26,60,185,35,35
"FabricSofteners",18,388,74,296,133,24,24,56,189,35,35
"FabricSofteners",21,393,73,299,127,25,25,56,189,37,37
"FabricSofteners",28,392,70,282,116,25,27,52,180,33,34
"FabricSofteners",32,386,73,293,127,24,25,61,186,33,34
"FabricSofteners",33,392,70,256,137,18,20,61,161,27,28
"FabricSofteners",40,383,77,276,129,24,24,61,175,33,33
"FabricSofteners",44,388,75,293,125,27,28,55,187,38,38
"FabricSofteners",45,367,50,213,87,28,29,34,131,39,39
"FabricSofteners",47,387,72,293,115,24,24,59,190,35,35
"FabricSofteners",48,392,69,254,118,25,25,49,159,33,33
"FabricSofteners",49,363,45,207,83,26,28,33,128,35,35
"FabricSofteners",50,269,35,194,72,20,38,25,124,28,48
"FabricSofteners",51,381,73,300,135,24,25,55,194,33,33
"FabricSofteners",52,390,75,297,133,24,24,58,189,35,35
"FabricSofteners",53,394,75,273,125,22,24,57,178,32,32
"FabricSofteners",54,393,72,288,121,26,26,57,183,33,33
"FabricSofteners",56,393,75,291,126,25,26,57,186,35,35
"FabricSofteners",59,391,76,296,123,26,26,62,189,35,35
"FabricSofteners",62,395,76,294,125,27,28,59,189,35,36
"FabricSofteners",64,353,51,210,89,25,26,36,130,31,32
"FabricSofteners",67,377,71,292,126,24,25,58,188,35,35
"FabricSofteners",68,390,73,290,133,24,24,60,185,32,33
"FabricSofteners",70,389,74,297,130,27,28,58,188,37,37
"FabricSofteners",71,391,72,295,130,26,28,57,189,37,37
"FabricSofteners",72,394,73,285,128,24,26,54,184,34,35
"FabricSofteners",73,393,74,294,122,26,26,61,186,37,37
"FabricSofteners",74,392,71,295,125,24,24,52,187,36,36
"FabricSofteners",75,390,74,290,126,26,26,57,189,34,34
"FabricSofteners",76,395,72,290,122,25,27,55,182,35,37
"FabricSofteners",77,395,69,289,120,25,26,54,187,32,34
"FabricSofteners",78,394,69,294,115,26,26,52,186,35,35
"FabricSofteners",80,394,75,296,125,26,27,55,188,34,34
"FabricSofteners",81,390,72,300,125,26,26,55,191,37,37
"FabricSofteners",83,395,74,295,128,27,27,59,188,37,37
"FabricSofteners",84,394,76,293,129,26,26,60,186,34,35
"FabricSofteners",86,392,73,297,126,25,27,54,188,35,36
"FabricSofteners",88,391,74,287,120,25,25,55,184,35,35
"FabricSofteners",89,388,76,292,122,24,24,51,186,34,34
"FabricSofteners",90,392,73,287,121,27,27,53,183,36,36
"FabricSofteners",91,393,74,287,124,26,28,56,180,37,37
"FabricSofteners",92,390,68,280,117,24,24,58,179,38,38
"FabricSofteners",93,380,70,288,122,23,25,58,184,34,35
"FabricSofteners",94,386,73,293,123,25,26,56,185,34,34
"FabricSofteners",95,389,69,280,136,1,24,56,181,7,33
"FabricSofteners",97,317,42,198,80,25,25,29,125,36,36
"FabricSofteners",98,389,72,300,127,24,25,58,190,35,35
"FabricSofteners",100,386,72,298,126,24,25,59,191,34,34
"FabricSofteners",101,395,75,296,125,24,27,53,190,35,36
"FabricSofteners",102,387,74,302,126,25,26,55,193,37,37
"FabricSofteners",103,392,75,297,129,26,28,61,191,37,37
"FabricSofteners",104,385,74,296,128,24,25,53,188,33,36
"FabricSofteners",105,391,74,296,129,26,26,57,189,36,36
"FabricSofteners",106,388,74,296,127,25,26,58,188,37,38
"FabricSofteners",107,388,76,295,127,25,27,54,188,36,36
"FabricSofteners",109,390,74,301,126,27,28,56,193,39,39
"FabricSofteners",110,388,77,286,123,28,28,57,183,37,37
"FabricSofteners",111,395,75,286,131,24,24,59,183,36,36
"FabricSofteners",112,392,71,298,135,26,27,55,192,36,37
"FabricSofteners",113,391,73,298,133,25,29,60,191,35,36
"FabricSofteners",114,391,71,295,128,25,26,60,187,35,37
"FabricSofteners",115,391,78,300,139,26,26,61,193,35,35
"FabricSofteners",116,389,74,292,127,24,25,58,188,32,33
"FabricSofteners",117,388,65,249,110,25,25,43,152,36,36
"FabricSofteners",118,363,50,202,87,25,25,40,128,35,35
"FabricSofteners",119,390,71,284,121,25,26,57,183,36,37
"FabricSofteners",121,392,77,298,130,25,27,56,189,38,38
"FabricSofteners",122,392,72,304,126,26,27,55,194,37,39
"FabricSofteners",123,387,75,300,134,25,25,56,191,36,36
"FabricSofteners",124,382,75,302,135,24,24,59,195,33,34
"FabricSofteners",126,388,75,302,128,26,27,54,193,39,39
"FabricSofteners",128,389,76,296,128,26,28,52,189,38,38
"FabricSofteners",129,369,71,299,130,27,27,58,194,37,37
"FabricSofteners",130,354,76,288,134,24,25,61,187,36,37
"FabricSofteners",131,387,72,300,118,26,27,54,193,37,37
"FabricSofteners",132,393,67,300,123,27,27,56,192,38,38
"FabricSofteners",133,323,67,252,101,29,29,56,183,39,39
"FabricSofteners",134,330,72,276,119,30,31,54,185,39,39
"FabricSofteners",135,46,14,124,14,95,95,14,115,93,93
"FabricSofteners",136,323,67,260,96,32,32,52,184,43,43
"FabricSofteners",137,336,71,276,115,25,27,56,183,35,38
"FabricSofteners",139,242,56,231,79,43,46,45,179,49,52
"FabricSofteners",140,36,9,114,10,64,64,8,107,64,64
"FabricSofteners",141,32,10,115,10,92,92,9,108,91,91
"FabricSofteners",142,36,10,109,10,71,71,10,104,71,71
"FabricSofteners",143,42,10,119,10,92,92,8,111,91,91
"FabricSofteners",144,42,13,121,12,92,92,12,114,91,91
"FabricSofteners",146,28,6,106,7,88,88,6,98,86,86
"FrontEndCandies",2,389,75,343,149,46,48,74,302,47,49
"FrontEndCandies",5,392,61,398,134,65,66,59,345,70,72
"FrontEndCandies",8,392,68,412,140,66,67,63,359,72,73
"FrontEndCandies",9,389,71,415,148,66,67,69,357,70,72
"FrontEndCandies",12,391,78,408,146,63,64,73,352,69,72
"FrontEndCandies",14,391,71,407,137,61,62,65,352,69,70
"FrontEndCandies",18,388,68,409,143,65,65,65,354,69,71
"FrontEndCandies",21,393,71,395,138,66,67,65,343,72,75
"FrontEndCandies",28,392,71,411,152,64,65,69,354,70,72
"FrontEndCandies",32,386,74,376,158,56,58,72,330,60,63
"FrontEndCandies",33,392,74,307,137,50,51,72,275,51,52
"FrontEndCandies",40,383,66,401,145,63,64,64,348,69,71
"FrontEndCandies",44,388,66,399,142,63,64,64,351,68,71
"FrontEndCandies",45,367,48,352,117,67,67,48,309,70,70
"FrontEndCandies",47,387,73,365,155,53,58,72,323,57,61
"FrontEndCandies",48,392,68,360,150,50,52,67,324,52,54
"FrontEndCandies",49,363,49,340,111,71,72,46,298,74,75
"FrontEndCandies",50,269,38,302,84,81,93,38,273,82,96
"FrontEndCandies",51,381,71,399,137,62,64,67,345,69,72
"FrontEndCandies",52,390,66,403,149,65,66,64,352,72,73
"FrontEndCandies",53,394,75,329,145,49,50,74,293,51,53
"FrontEndCandies",54,393,73,401,156,62,63,69,346,68,72
"FrontEndCandies",56,393,64,413,133,65,66,64,354,70,72
"FrontEndCandies",59,391,76,401,145,62,65,71,345,69,72
"FrontEndCandies",62,395,71,407,144,61,65,70,355,68,72
"FrontEndCandies",64,353,53,340,123,47,47,53,297,48,48
"FrontEndCandies",67,377,67,410,148,62,64,65,355,68,71
"FrontEndCandies",68,390,70,363,152,54,54,67,325,58,58
"FrontEndCandies",70,389,72,409,147,65,66,71,354,69,72
"FrontEndCandies",71,391,71,409,130,65,66,69,353,70,72
"FrontEndCandies",72,394,73,399,137,61,63,69,341,65,68
"FrontEndCandies",73,393,67,418,139,62,63,65,361,68,69
"FrontEndCandies",74,392,70,393,139,63,63,67,337,67,69
"FrontEndCandies",75,390,72,405,144,64,66,69,346,68,71
"FrontEndCandies",76,395,72,404,135,64,64,67,349,70,71
"FrontEndCandies",77,395,68,398,146,62,64,63,343,70,72
"FrontEndCandies",78,394,68,405,143,61,63,61,347,68,70
"FrontEndCandies",80,394,73,399,134,62,64,68,345,66,71
"FrontEndCandies",81,390,69,408,145,64,66,64,350,70,73
"FrontEndCandies",83,395,70,409,141,61,62,68,352,67,69
"FrontEndCandies",84,394,66,393,130,65,66,62,341,70,73
"FrontEndCandies",86,392,66,407,142,64,65,64,347,72,73
"FrontEndCandies",88,391,69,410,138,63,64,67,355,69,71
"FrontEndCandies",89,388,71,412,153,62,63,69,354,68,69
"FrontEndCandies",90,392,74,400,151,63,64,70,346,69,71
"FrontEndCandies",91,393,73,401,143,65,66,70,347,73,74
"FrontEndCandies",92,390,69,402,137,64,64,68,347,70,70
"FrontEndCandies",93,380,75,400,137,62,64,70,348,67,71
"FrontEndCandies",94,386,63,405,136,62,63,61,349,68,70
"FrontEndCandies",95,389,76,372,169,1,62,73,326,2,65
"FrontEndCandies",97,317,41,311,90,83,85,37,281,84,86
"FrontEndCandies",98,389,70,418,148,62,63,63,355,68,69
"FrontEndCandies",100,386,73,408,148,61,64,71,350,68,73
"FrontEndCandies",101,395,71,411,146,62,64,68,358,69,72
"FrontEndCandies",102,387,63,393,126,62,63,60,338,68,70
"FrontEndCandies",103,392,67,408,147,67,68,64,352,71,74
"FrontEndCandies",104,385,69,411,137,65,65,64,360,72,72
"FrontEndCandies",105,391,62,406,130,60,62,57,351,64,67
"FrontEndCandies",106,388,74,409,147,65,65,68,351,71,72
"FrontEndCandies",107,388,71,393,139,66,68,66,339,72,74
"FrontEndCandies",109,390,67,411,135,62,63,62,353,69,71
"FrontEndCandies",110,388,70,406,145,65,66,68,353,70,73
"FrontEndCandies",111,395,69,405,139,62,63,67,344,68,70
"FrontEndCandies",112,392,67,401,143,64,64,62,346,72,73
"FrontEndCandies",113,391,69,402,133,62,64,66,351,68,71
"FrontEndCandies",114,391,62,393,138,57,60,59,338,63,68
"FrontEndCandies",115,391,66,406,145,63,65,61,350,70,72
"FrontEndCandies",116,389,74,400,147,65,66,72,342,72,74
"FrontEndCandies",117,388,66,368,149,48,49,63,327,50,52
"FrontEndCandies",118,363,55,303,116,51,53,54,277,54,56
"FrontEndCandies",119,390,77,357,161,49,50,75,319,53,56
"FrontEndCandies",121,392,76,403,149,63,63,70,348,69,70
"FrontEndCandies",122,392,74,411,144,61,64,68,352,67,71
"FrontEndCandies",123,387,68,404,143,61,62,64,349,68,69
"FrontEndCandies",124,382,67,407,136,65,68,64,350,69,74
"FrontEndCandies",126,388,70,414,138,65,66,65,357,71,72
"FrontEndCandies",128,389,74,412,147,62,63,70,354,65,67
"FrontEndCandies",129,369,68,397,144,62,64,65,345,70,72
"FrontEndCandies",130,354,70,384,142,64,65,69,336,70,72
"FrontEndCandies",131,387,72,416,145,63,66,68,358,70,74
"FrontEndCandies",132,393,71,416,149,62,64,67,357,68,70
"FrontEndCandies",133,323,62,314,98,79,79,57,279,85,87
"FrontEndCandies",134,330,68,375,123,77,80,64,334,82,85
"FrontEndCandies",135,46,11,152,11,129,129,11,152,129,129
"FrontEndCandies",136,323,63,307,95,80,82,60,272,84,87
"FrontEndCandies",137,336,68,365,120,75,75,63,322,79,79
"FrontEndCandies",139,242,55,296,83,82,87,50,264,88,93
"FrontEndCandies",140,36,9,145,9,130,130,9,145,130,130
"FrontEndCandies",141,32,7,132,7,121,121,7,132,121,121
"FrontEndCandies",142,36,7,147,7,120,120,7,147,120,120
"FrontEndCandies",143,42,10,142,10,120,120,10,142,120,120
"FrontEndCandies",144,42,7,136,7,121,121,7,136,121,121
"FrontEndCandies",146,28,4,131,4,124,124,4,131,124,124
"FrozenDinners",2,255,40,213,49,42,42,38,203,46,46
"FrozenDinners",5,255,28,239,39,46,46,26,227,49,49
"FrozenDinners",8,255,35,255,46,47,47,34,240,51,51
"FrozenDinners",9,255,37,259,49,48,48,36,243,52,52
"FrozenDinners",12,255,35,257,46,44,44,33,242,48,48
"FrozenDinners",14,255,34,250,44,47,47,34,236,51,51
"FrozenDinners",18,255,32,246,48,46,46,31,231,50,50
"FrozenDinners",21,255,36,252,53,47,47,35,236,51,51
"FrozenDinners",28,255,34,242,44,45,45,34,228,49,49
"FrozenDinners",32,255,33,242,46,46,46,32,227,50,50
"FrozenDinners",33,255,40,200,55,37,38,39,194,37,38
"FrozenDinners",40,255,34,260,47,46,46,32,245,50,50
"FrozenDinners",44,255,35,262,48,46,46,32,244,49,49
"FrozenDinners",45,227,16,150,17,64,64,16,146,66,66
"FrozenDinners",47,255,35,251,51,46,46,34,235,49,50
"FrozenDinners",48,255,36,226,46,45,45,35,213,48,48
"FrozenDinners",49,227,21,148,25,63,63,20,144,65,65
"FrozenDinners",50,135,10,138,11,63,65,10,135,63,65
"FrozenDinners",51,255,36,253,52,47,47,34,233,51,51
"FrozenDinners",52,255,37,262,47,48,48,35,246,52,52
"FrozenDinners",53,255,42,242,59,45,45,41,227,49,49
"FrozenDinners",54,255,39,255,52,48,48,36,238,52,52
"FrozenDinners",56,255,36,258,53,45,45,34,240,49,49
"FrozenDinners",59,255,34,255,41,47,47,32,240,51,51
"FrozenDinners",62,255,37,252,49,45,45,37,239,49,49
"FrozenDinners",64,227,18,145,21,61,61,18,141,62,62
"FrozenDinners",67,255,37,263,47,47,47,36,246,51,51
"FrozenDinners",68,255,40,239,54,45,45,40,225,49,49
"FrozenDinners",70,255,33,261,44,47,47,32,246,51,51
"FrozenDinners",71,255,37,259,54,47,47,35,242,51,51
"FrozenDinners",72,255,37,241,51,45,45,35,228,48,48
"FrozenDinners",73,255,33,259,46,45,45,32,244,49,49
"FrozenDinners",74,255,30,266,44,47,47,30,248,51,51
"FrozenDinners",75,255,40,247,59,47,47,40,230,51,51
"FrozenDinners",76,255,37,249,54,42,42,37,235,45,45
"FrozenDinners",77,255,34,261,48,46,46,33,243,49,49
"FrozenDinners",78,255,36,250,50,46,46,35,235,50,50
"FrozenDinners",80,255,33,260,47,46,46,33,244,50,50
"FrozenDinners",81,255,38,260,53,45,45,37,245,49,49
"FrozenDinners",83,255,31,254,43,47,47,31,239,51,51
"FrozenDinners",84,255,29,256,41,46,46,28,241,50,50
"FrozenDinners",86,255,29,261,43,47,47,29,244,51,51
"FrozenDinners",88,255,34,253,49,47,47,34,232,51,51
"FrozenDinners",89,255,33,251,43,47,47,33,236,51,52
"FrozenDinners",90,255,33,254,50,46,46,33,240,50,50
"FrozenDinners",91,255,35,258,46,47,47,33,243,51,51
"FrozenDinners",92,255,34,247,43,47,47,34,234,51,51
"FrozenDinners",93,255,38,252,48,46,46,37,237,50,50
"FrozenDinners",94,255,36,261,52,47,47,34,246,51,51
"FrozenDinners",95,255,39,246,54,5,44,39,232,5,48
"FrozenDinners",97,181,9,148,10,69,69,9,146,69,69
"FrozenDinners",98,255,34,254,47,46,46,33,239,50,50
"FrozenDinners",100,255,33,259,43,47,47,30,244,51,51
"FrozenDinners",101,255,36,259,47,46,46,35,243,50,50
"FrozenDinners",102,255,36,260,50,46,46,36,240,50,50
"FrozenDinners",103,255,32,254,45,46,46,31,239,49,49
"FrozenDinners",104,255,32,257,44,46,46,29,243,50,50
"FrozenDinners",105,255,32,263,45,47,47,31,249,51,51
"FrozenDinners",106,255,30,256,40,47,47,29,242,51,51
"FrozenDinners",107,255,37,260,51,45,47,37,245,49,51
"FrozenDinners",109,255,36,262,45,47,47,32,245,51,51
"FrozenDinners",110,255,34,263,40,46,46,33,247,50,50
"FrozenDinners",111,255,32,254,43,46,46,31,240,50,50
"FrozenDinners",112,255,34,266,52,47,47,33,249,51,51
"FrozenDinners",113,255,35,263,50,47,47,34,248,51,51
"FrozenDinners",114,255,38,261,46,47,47,37,247,51,51
"FrozenDinners",115,255,37,264,51,47,47,37,248,51,51
"FrozenDinners",116,255,35,255,46,46,46,34,240,49,50
"FrozenDinners",117,255,31,231,36,46,46,30,219,50,50
"FrozenDinners",118,227,16,149,21,63,63,16,145,64,64
"FrozenDinners",119,255,34,246,50,47,47,33,231,51,51
"FrozenDinners",121,255,36,256,49,46,46,34,241,49,49
"FrozenDinners",122,255,34,252,47,46,46,34,237,50,50
"FrozenDinners",123,255,37,264,56,47,47,36,249,51,51
"FrozenDinners",124,255,37,260,48,47,47,34,245,51,51
"FrozenDinners",126,255,38,264,52,47,47,37,247,51,51
"FrozenDinners",128,255,35,258,50,47,47,33,243,51,51
"FrozenDinners",129,255,33,265,44,48,48,30,248,52,52
"FrozenDinners",130,255,35,252,47,47,47,32,237,50,50
"FrozenDinners",131,255,37,256,50,48,48,34,240,52,52
"FrozenDinners",132,255,36,263,50,47,47,35,247,51,51
"FrozenDinners",133,255,34,236,45,45,46,34,221,49,50
"FrozenDinners",134,255,33,262,47,46,46,32,245,50,50
"FrozenDinners",135,46,4,111,5,87,87,4,111,87,87
"FrozenDinners",136,255,38,259,46,48,48,37,243,52,52
"FrozenDinners",137,255,38,263,52,48,48,37,247,52,52
"FrozenDinners",139,255,32,229,43,46,46,32,214,50,50
"FrozenDinners",140,36,5,97,5,71,71,5,97,71,71
"FrozenDinners",141,32,3,98,3,82,82,3,98,82,82
"FrozenDinners",142,36,6,96,6,73,73,6,96,73,73
"FrozenDinners",143,42,5,110,6,86,86,5,110,86,86
"FrozenDinners",144,42,9,111,11,84,84,9,111,84,84
"FrozenDinners",146,28,2,94,2,90,90,2,94,90,90
"FrozenEntrees",2,389,90,698,208,92,93,89,660,95,98
"FrozenEntrees",5,392,71,723,189,109,109,70,676,113,114
"FrozenEntrees",8,392,81,788,198,101,103,79,730,107,112
"FrozenEntrees",9,389,87,801,214,105,106,86,741,110,113
"FrozenEntrees",12,391,86,797,215,112,112,83,744,116,117
"FrozenEntrees",14,391,84,762,223,104,105,79,708,110,112
"FrozenEntrees",18,388,81,768,197,97,98,81,712,103,107
"FrozenEntrees",21,393,79,797,203,108,109,76,738,114,117
"FrozenEntrees",28,392,85,753,217,95,98,81,703,99,102
"FrozenEntrees",32,386,79,762,209,96,96,77,704,103,106
"FrozenEntrees",33,392,89,714,218,94,95,86,673,98,100
"FrozenEntrees",40,383,84,789,206,104,105,81,737,109,111
"FrozenEntrees",44,388,84,802,199,110,110,80,742,114,115
"FrozenEntrees",45,368,59,650,154,114,115,58,619,116,120
"FrozenEntrees",47,387,81,756,197,102,103,77,704,107,108
"FrozenEntrees",48,392,72,696,176,90,91,68,652,96,98
"FrozenEntrees",49,364,57,625,158,109,113,56,597,112,117
"FrozenEntrees",50,267,42,548,109,76,144,42,529,76,144
"FrozenEntrees",51,381,79,788,202,102,104,75,735,109,112
"FrozenEntrees",52,390,84,811,202,106,106,80,753,112,116
