"r_id","r_gender","r_age","r_educ","r_income","r_party","r_strength","r_lean","profile","cage","chealthcare","cmarriage","cparty","educ","exp","gender","guns","highway","ideology","immigration","income","job","kids","marital","military","race","relative","school","vacation"
"R_10vjaz3cleHKXoK",1,43,6,3,2,1,NA,2,3,2,2,1,2,3,1,2,4,2,3,2,2,4,2,2,2,1,1,4
"R_10vjaz3cleHKXoK",1,43,6,3,2,1,NA,3,1,1,1,1,2,1,1,2,1,1,3,1,3,2,2,1,1,3,2,1
"R_10vjaz3cleHKXoK",1,43,6,3,2,1,NA,4,3,1,1,2,3,3,2,2,4,1,2,3,2,3,2,1,2,1,1,2
"R_1NwCH2B5NE5vdW0",2,44,5,4,2,0,NA,1,2,2,1,2,2,1,2,1,1,2,3,2,1,3,2,1,1,1,3,1
"R_1NwCH2B5NE5vdW0",2,44,5,4,2,0,NA,2,2,2,1,1,2,1,2,2,4,1,3,2,1,3,2,1,1,1,3,1
"R_1NwCH2B5NE5vdW0",2,44,5,4,2,0,NA,3,2,1,1,1,2,3,1,2,4,1,3,1,2,3,2,1,7,1,3,1
"R_1NwCH2B5NE5vdW0",2,44,5,4,2,0,NA,4,3,2,2,1,3,3,1,1,4,2,2,2,2,4,2,2,1,2,3,1
"R_2zGz8DtjtQ8rJ4D",2,47,1,1,3,NA,1,1,2,2,1,2,3,1,1,1,4,2,1,1,1,4,2,2,1,1,3,1
"R_2zGz8DtjtQ8rJ4D",2,47,1,1,3,NA,1,2,2,2,2,2,2,1,1,1,2,1,1,1,4,3,2,2,3,2,1,3
"R_2zGz8DtjtQ8rJ4D",2,47,1,1,3,NA,1,3,3,2,1,2,3,3,1,1,3,2,1,2,2,4,2,2,1,3,3,4
"R_2zGz8DtjtQ8rJ4D",2,47,1,1,3,NA,1,4,3,1,2,1,2,1,1,2,4,1,3,1,4,2,3,1,1,4,2,2
"R_UgQEGNIoJroUY37",2,34,4,2,2,0,NA,1,2,1,1,1,3,2,1,2,3,1,3,1,2,2,3,1,1,3,3,4
"R_UgQEGNIoJroUY37",2,34,4,2,2,0,NA,2,1,1,1,2,2,3,1,1,3,1,2,1,1,3,2,2,1,1,3,1
"R_UgQEGNIoJroUY37",2,34,4,2,2,0,NA,3,3,2,1,1,3,1,1,1,2,2,2,2,3,4,2,2,1,3,1,4
"R_UgQEGNIoJroUY37",2,34,4,2,2,0,NA,4,3,1,1,1,3,2,2,2,3,1,3,3,1,2,2,1,2,4,1,4
"R_1QfuNOx0Z5R5dAU",1,24,4,1,4,NA,0,1,1,2,1,2,2,1,1,1,4,2,1,3,2,2,3,1,1,1,2,2
"R_1QfuNOx0Z5R5dAU",1,24,4,1,4,NA,0,2,3,2,2,1,3,3,2,2,2,1,1,3,2,3,1,1,1,3,1,1
"R_1QfuNOx0Z5R5dAU",1,24,4,1,4,NA,0,3,1,2,1,1,2,1,2,2,1,2,3,2,3,1,2,1,1,3,3,1
"R_1QfuNOx0Z5R5dAU",1,24,4,1,4,NA,0,4,3,2,2,1,2,2,2,2,1,1,2,2,3,3,2,1,1,3,1,4
"R_2upPincp5wUmtqV",2,37,3,5,2,0,NA,1,1,2,1,2,3,2,1,1,4,1,2,2,1,2,2,1,1,1,3,3
"R_2upPincp5wUmtqV",2,37,3,5,2,0,NA,2,1,2,1,1,2,2,1,2,1,1,3,2,1,2,2,1,1,2,1,1
"R_2upPincp5wUmtqV",2,37,3,5,2,0,NA,3,3,2,1,2,2,2,1,1,1,1,2,3,1,2,2,1,1,4,1,3
"R_2upPincp5wUmtqV",2,37,3,5,2,0,NA,4,3,1,2,2,2,3,1,1,4,2,1,3,1,3,2,2,1,1,1,4
"R_3GwdT2Deud4cmid",2,36,6,3,4,NA,-1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,3,2,2,1,3,2,4
"R_3GwdT2Deud4cmid",2,36,6,3,4,NA,-1,2,1,1,2,1,2,1,1,2,3,2,2,2,2,3,2,1,1,4,3,2
"R_3GwdT2Deud4cmid",2,36,6,3,4,NA,-1,3,2,2,2,1,2,1,1,1,1,2,1,2,1,3,2,1,1,1,1,1
"R_3GwdT2Deud4cmid",2,36,6,3,4,NA,-1,4,1,1,1,1,2,1,1,2,3,1,3,2,2,3,2,1,1,2,3,3
"R_2ypf2v6v00zLnqJ",2,31,5,3,3,NA,0,1,2,1,1,1,3,2,1,1,2,1,3,2,2,4,3,2,1,1,2,1
"R_2ypf2v6v00zLnqJ",2,31,5,3,3,NA,0,2,2,2,2,1,3,3,1,2,3,2,2,1,2,3,2,1,1,4,1,2
"R_2ypf2v6v00zLnqJ",2,31,5,3,3,NA,0,3,2,2,2,1,2,1,1,2,4,2,3,2,4,3,2,1,2,2,2,2
"R_2ypf2v6v00zLnqJ",2,31,5,3,3,NA,0,4,2,2,2,1,2,3,2,2,1,2,3,2,3,2,2,1,1,1,3,4
"R_C1BZ0SPh3EGbYR3",1,35,3,6,1,0,NA,1,3,2,2,2,3,2,1,1,3,1,1,3,2,4,2,1,1,3,2,2
"R_C1BZ0SPh3EGbYR3",1,35,3,6,1,0,NA,2,3,2,2,2,3,2,1,1,3,1,1,3,2,4,2,1,1,3,2,2
"R_C1BZ0SPh3EGbYR3",1,35,3,6,1,0,NA,3,1,1,2,2,3,3,1,2,2,2,2,2,1,3,2,1,1,1,3,1
"R_C1BZ0SPh3EGbYR3",1,35,3,6,1,0,NA,4,3,1,2,1,3,3,1,2,1,1,2,2,2,2,2,2,1,1,1,2
"R_6zmQOsqoPPC3QZj",1,39,5,2,2,1,NA,1,1,2,2,1,2,2,1,1,1,2,1,3,2,3,2,1,1,1,3,3
"R_6zmQOsqoPPC3QZj",1,39,5,2,2,1,NA,2,2,2,1,1,2,1,1,2,3,1,2,2,2,2,2,1,1,4,2,1
"R_6zmQOsqoPPC3QZj",1,39,5,2,2,1,NA,3,3,2,1,1,2,3,2,2,1,1,2,2,1,4,2,1,2,3,1,2
"R_6zmQOsqoPPC3QZj",1,39,5,2,2,1,NA,4,3,1,1,2,3,2,1,1,4,1,2,3,1,3,2,2,1,2,2,4
"R_1jUnxIVh4iLZLXH",1,34,3,2,2,0,NA,1,1,2,1,2,2,2,1,1,3,1,2,3,1,3,2,1,1,2,1,1
"R_1jUnxIVh4iLZLXH",1,34,3,2,2,0,NA,2,2,1,2,1,2,1,1,1,1,2,2,3,3,2,2,1,1,3,3,4
"R_1jUnxIVh4iLZLXH",1,34,3,2,2,0,NA,3,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,3,3,2
"R_1jUnxIVh4iLZLXH",1,34,3,2,2,0,NA,4,2,1,1,1,3,3,2,2,3,1,3,3,2,4,2,1,7,1,1,3
"R_Ov37Z7GQFgsqOdP",1,34,3,1,2,1,NA,1,1,1,1,2,3,1,1,1,4,2,2,1,3,3,2,1,1,1,1,3
"R_Ov37Z7GQFgsqOdP",1,34,3,1,2,1,NA,2,1,1,1,2,3,1,1,1,2,2,2,1,1,3,2,1,1,1,1,3
"R_Ov37Z7GQFgsqOdP",1,34,3,1,2,1,NA,3,3,2,2,2,2,1,1,1,3,2,1,2,2,3,2,2,1,4,1,3
"R_Ov37Z7GQFgsqOdP",1,34,3,1,2,1,NA,4,2,2,2,1,2,1,1,2,3,2,2,1,1,3,2,1,1,4,1,2
"R_2V7KtIA15n5wMsI",2,27,6,4,3,NA,-1,1,1,2,1,2,2,3,1,1,3,1,1,1,1,4,2,1,1,4,2,1
"R_2V7KtIA15n5wMsI",2,27,6,4,3,NA,-1,2,1,2,1,1,2,3,2,2,1,1,2,1,3,3,3,1,1,2,2,3
"R_2V7KtIA15n5wMsI",2,27,6,4,3,NA,-1,3,1,1,1,1,3,3,2,2,2,1,3,2,2,3,2,1,2,1,1,4
"R_2V7KtIA15n5wMsI",2,27,6,4,3,NA,-1,4,3,1,1,1,2,3,1,2,4,1,2,1,4,4,2,2,1,3,1,2
"R_VWO9ihi4Q70qvap",1,62,5,3,2,1,NA,1,2,2,2,2,3,1,1,1,2,2,2,3,2,3,2,1,1,3,3,1
"R_VWO9ihi4Q70qvap",1,62,5,3,2,1,NA,2,1,1,1,2,2,2,1,2,1,1,3,2,1,4,2,1,1,1,2,4
"R_VWO9ihi4Q70qvap",1,62,5,3,2,1,NA,3,3,2,1,2,3,3,1,1,4,2,2,3,2,4,2,1,1,1,1,4
"R_VWO9ihi4Q70qvap",1,62,5,3,2,1,NA,4,2,1,2,1,2,2,1,2,4,1,3,2,2,3,2,2,1,1,2,3
"R_3e0ZeH8tAOCDQpb",1,38,5,1,1,1,NA,1,3,2,2,1,2,3,1,1,4,2,2,3,4,3,2,1,1,4,3,1
"R_3e0ZeH8tAOCDQpb",1,38,5,1,1,1,NA,2,3,1,2,1,2,1,1,2,1,1,3,3,2,2,1,1,1,3,2,2
"R_3e0ZeH8tAOCDQpb",1,38,5,1,1,1,NA,3,1,1,1,1,2,1,1,2,2,1,3,1,3,1,1,1,1,1,1,4
"R_3e0ZeH8tAOCDQpb",1,38,5,1,1,1,NA,4,1,2,2,2,2,1,1,1,3,2,1,1,1,4,2,2,1,2,2,3
"R_3j9fvxhLRJ9i1wp",2,36,5,5,2,0,NA,1,3,2,2,1,2,3,1,1,4,2,1,3,1,4,2,1,1,3,1,3
"R_3j9fvxhLRJ9i1wp",2,36,5,5,2,0,NA,2,1,2,2,2,3,2,1,1,2,2,1,3,2,2,2,1,1,1,3,1
"R_3j9fvxhLRJ9i1wp",2,36,5,5,2,0,NA,3,3,2,1,1,2,3,1,2,4,1,2,3,1,3,2,1,1,2,1,4
"R_3j9fvxhLRJ9i1wp",2,36,5,5,2,0,NA,4,1,1,2,2,3,2,1,1,1,2,1,3,1,3,2,2,1,4,1,1
"R_1JFKDjwjtYsuwe0",1,27,5,3,2,0,NA,1,3,2,1,2,3,3,1,1,1,2,2,2,2,3,2,2,1,2,3,3
"R_1JFKDjwjtYsuwe0",1,27,5,3,2,0,NA,2,2,1,1,2,3,2,1,1,2,2,3,1,1,3,2,1,1,4,1,3
"R_1JFKDjwjtYsuwe0",1,27,5,3,2,0,NA,3,1,2,1,2,2,3,1,1,4,2,1,1,3,2,2,1,3,1,2,2
"R_1JFKDjwjtYsuwe0",1,27,5,3,2,0,NA,4,1,1,2,2,2,1,2,1,3,2,1,1,3,3,2,1,1,3,2,1
"R_3iEWmb7EnqqD6ho",2,63,3,2,3,NA,-1,1,1,1,1,1,2,1,1,1,2,1,3,2,1,4,2,1,1,3,3,1
"R_3iEWmb7EnqqD6ho",2,63,3,2,3,NA,-1,2,2,1,1,2,3,2,1,1,4,2,2,3,2,3,2,1,1,4,1,3
"R_3iEWmb7EnqqD6ho",2,63,3,2,3,NA,-1,3,3,1,2,2,3,3,2,1,1,2,2,3,2,3,2,2,1,2,2,4
"R_3iEWmb7EnqqD6ho",2,63,3,2,3,NA,-1,4,1,1,1,1,2,2,2,2,3,1,2,2,1,2,2,2,2,1,2,1
"R_2Brkl9ScYJ8WFf2",1,27,2,4,3,NA,0,1,1,2,2,2,3,3,1,1,3,2,1,2,2,1,2,2,1,2,1,3
"R_2Brkl9ScYJ8WFf2",1,27,2,4,3,NA,0,2,1,1,1,2,3,2,1,1,2,1,2,2,2,3,2,1,1,1,2,4
"R_2Brkl9ScYJ8WFf2",1,27,2,4,3,NA,0,3,2,1,1,1,3,1,1,2,1,1,3,2,2,3,2,1,1,4,3,3
"R_2Brkl9ScYJ8WFf2",1,27,2,4,3,NA,0,4,3,2,1,1,2,1,1,2,2,2,2,2,2,3,3,2,1,1,2,2
"R_1LmfLLdsQnoiecx",1,20,3,1,2,0,NA,1,3,1,2,2,3,3,1,1,3,2,1,3,4,4,2,2,1,1,3,1
"R_1LmfLLdsQnoiecx",1,20,3,1,2,0,NA,2,2,1,1,2,3,2,1,1,1,2,2,2,1,2,2,2,1,3,2,4
"R_1LmfLLdsQnoiecx",1,20,3,1,2,0,NA,3,3,2,1,1,2,2,1,2,2,1,3,2,3,4,2,1,7,3,1,2
"R_1LmfLLdsQnoiecx",1,20,3,1,2,0,NA,4,3,2,1,2,2,1,1,1,4,2,2,1,2,3,3,2,1,1,3,3
"R_UxplUriXXRW0yat",1,42,5,3,1,0,NA,1,3,1,2,1,3,3,1,2,1,2,3,2,1,3,2,1,7,3,1,1
"R_UxplUriXXRW0yat",1,42,5,3,1,0,NA,2,1,1,2,2,3,3,1,1,3,2,1,2,1,2,2,1,1,3,2,2
"R_UxplUriXXRW0yat",1,42,5,3,1,0,NA,3,2,2,2,1,2,1,2,2,1,1,2,1,3,3,2,1,1,2,3,3
"R_UxplUriXXRW0yat",1,42,5,3,1,0,NA,4,1,2,1,1,2,1,2,2,4,1,3,1,1,4,2,1,1,1,1,1
"R_2xWDbIiXBPECFCP",1,27,5,4,2,1,NA,1,2,2,2,2,3,3,1,1,4,2,1,3,2,4,3,2,1,1,3,1
"R_2xWDbIiXBPECFCP",1,27,5,4,2,1,NA,2,3,1,2,2,2,3,2,1,1,2,2,2,1,3,2,1,1,2,2,2
"R_2xWDbIiXBPECFCP",1,27,5,4,2,1,NA,3,2,1,2,1,3,2,1,1,3,1,2,3,2,1,2,1,2,2,1,1
"R_2xWDbIiXBPECFCP",1,27,5,4,2,1,NA,4,1,2,2,1,2,1,2,1,4,2,3,2,1,2,3,1,7,3,3,2
"R_1diRf6fe1T1nG6o",2,45,4,3,2,1,NA,1,1,2,1,1,2,1,1,2,1,1,2,2,2,3,1,1,1,4,1,3
"R_1diRf6fe1T1nG6o",2,45,4,3,2,1,NA,2,3,2,2,2,3,3,1,1,4,2,1,1,1,3,2,2,1,3,2,2
"R_1diRf6fe1T1nG6o",2,45,4,3,2,1,NA,3,3,2,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,2,3,4
"R_1diRf6fe1T1nG6o",2,45,4,3,2,1,NA,4,1,2,1,2,2,1,2,1,1,2,2,1,3,2,2,1,7,1,2,1
"R_5o2gxzy2Y4s2f3H",1,38,5,2,2,0,NA,1,3,2,2,1,2,2,1,1,4,2,1,3,1,4,2,2,1,4,1,4
"R_5o2gxzy2Y4s2f3H",1,38,5,2,2,0,NA,2,3,1,1,1,2,2,1,2,1,1,3,3,1,4,2,2,1,2,1,4
"R_5o2gxzy2Y4s2f3H",1,38,5,2,2,0,NA,3,1,2,1,1,2,2,1,2,4,1,2,3,1,4,2,2,1,1,1,4
"R_5o2gxzy2Y4s2f3H",1,38,5,2,2,0,NA,4,3,1,1,2,2,2,1,1,4,1,2,3,1,4,2,2,1,2,1,4
"R_2tFrgxsAr8xnzrO",1,54,3,2,2,0,NA,1,1,2,2,1,2,2,1,1,2,2,2,2,1,3,2,1,1,4,2,1
"R_2tFrgxsAr8xnzrO",1,54,3,2,2,0,NA,2,2,2,2,1,2,3,1,1,4,2,2,2,2,3,2,1,1,2,1,2
"R_2tFrgxsAr8xnzrO",1,54,3,2,2,0,NA,3,1,2,1,2,2,1,1,1,1,2,1,2,1,3,2,1,1,3,3,4
"R_2tFrgxsAr8xnzrO",1,54,3,2,2,0,NA,4,2,2,1,2,2,3,1,1,3,2,2,2,1,4,2,2,1,3,1,3
"R_3j7r2epMZnejJff",2,28,3,2,3,NA,0,1,1,2,1,1,3,1,2,2,1,1,2,1,1,2,1,1,1,1,3,1
"R_3j7r2epMZnejJff",2,28,3,2,3,NA,0,2,1,2,1,1,2,1,2,2,3,1,2,1,1,2,1,1,1,2,3,1
"R_3j7r2epMZnejJff",2,28,3,2,3,NA,0,3,3,2,1,2,3,3,1,1,4,2,1,2,1,2,2,2,1,1,1,1
"R_3j7r2epMZnejJff",2,28,3,2,3,NA,0,4,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,3
"R_10ouuz1DurctRZk",1,26,5,3,2,0,NA,1,1,2,1,2,2,3,1,1,3,2,2,2,2,3,2,1,1,4,2,3
"R_10ouuz1DurctRZk",1,26,5,3,2,0,NA,2,1,2,1,2,2,3,1,1,3,2,2,2,2,2,2,1,1,3,3,3
"R_10ouuz1DurctRZk",1,26,5,3,2,0,NA,3,3,1,1,2,3,2,1,2,1,1,2,2,2,4,2,1,1,1,2,2
"R_10ouuz1DurctRZk",1,26,5,3,2,0,NA,4,1,2,1,2,2,3,1,1,4,2,1,2,1,3,2,1,1,2,3,4
"R_1Qc3P4hb4PfVjTe",2,25,3,2,3,NA,1,1,1,1,2,1,2,2,1,2,3,1,2,2,4,4,2,1,7,2,2,2
"R_1Qc3P4hb4PfVjTe",2,25,3,2,3,NA,1,2,2,1,1,2,3,1,1,2,1,1,3,2,2,2,3,1,1,1,3,4
"R_1Qc3P4hb4PfVjTe",2,25,3,2,3,NA,1,3,1,2,1,2,2,3,2,2,3,2,2,3,3,1,1,1,2,3,3,3
"R_1Qc3P4hb4PfVjTe",2,25,3,2,3,NA,1,4,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2
"R_YSOreFTCfea0vC1",2,31,6,3,2,1,NA,1,1,2,1,1,3,3,1,2,3,1,3,3,2,3,2,1,1,1,1,1
"R_YSOreFTCfea0vC1",2,31,6,3,2,1,NA,2,2,2,1,2,3,2,1,1,1,2,1,3,1,3,2,1,1,2,2,3
"R_YSOreFTCfea0vC1",2,31,6,3,2,1,NA,3,1,2,1,2,3,2,1,1,4,2,2,3,1,3,2,1,1,1,1,4
"R_YSOreFTCfea0vC1",2,31,6,3,2,1,NA,4,1,2,1,2,3,3,1,1,4,2,2,3,1,3,2,1,1,4,3,4
"R_1K3iYQQWYjoioac",1,49,3,3,4,NA,1,1,3,1,2,1,3,3,1,2,1,1,3,3,2,4,2,1,1,4,1,4
"R_1K3iYQQWYjoioac",1,49,3,3,4,NA,1,2,1,1,2,2,3,1,1,1,4,1,2,2,2,3,2,1,1,2,3,2
"R_1K3iYQQWYjoioac",1,49,3,3,4,NA,1,3,2,1,1,2,3,3,1,2,1,1,3,3,2,4,3,1,1,3,1,4
"R_1K3iYQQWYjoioac",1,49,3,3,4,NA,1,4,1,2,1,1,2,1,2,2,3,1,3,1,2,1,1,1,1,1,2,3
"R_C8mWJKsjO2KV55L",1,31,5,1,3,NA,0,1,3,1,2,2,2,2,1,1,4,2,2,2,2,3,2,1,1,2,2,3
"R_C8mWJKsjO2KV55L",1,31,5,1,3,NA,0,2,1,2,2,2,3,3,1,1,1,2,1,1,1,2,2,2,1,1,1,2
"R_C8mWJKsjO2KV55L",1,31,5,1,3,NA,0,3,3,2,1,1,2,3,2,2,4,1,3,2,3,3,2,1,1,4,3,1
"R_C8mWJKsjO2KV55L",1,31,5,1,3,NA,0,4,2,1,1,2,2,3,1,2,3,1,3,2,4,2,3,1,1,3,1,1
"R_1mKqyuZETFWMeMi",2,30,6,2,3,NA,0,1,2,2,2,1,3,2,1,1,4,2,1,3,1,1,2,1,1,1,2,4
"R_1mKqyuZETFWMeMi",2,30,6,2,3,NA,0,2,2,1,1,2,3,3,1,1,2,1,2,2,2,1,2,2,1,4,3,4
"R_1mKqyuZETFWMeMi",2,30,6,2,3,NA,0,3,2,1,1,2,3,3,1,1,2,1,2,2,2,1,1,2,1,4,3,4
"R_1mKqyuZETFWMeMi",2,30,6,2,3,NA,0,4,3,1,1,1,2,3,1,2,1,1,3,3,3,4,2,1,1,3,1,3
"R_1LdhS1JAISNnKTx",2,63,5,2,2,1,NA,1,1,2,1,1,3,1,1,2,2,1,2,2,2,3,2,1,1,1,2,4
"R_1LdhS1JAISNnKTx",2,63,5,2,2,1,NA,2,2,2,1,1,3,3,1,2,3,1,2,3,2,3,3,1,1,2,3,1
"R_1LdhS1JAISNnKTx",2,63,5,2,2,1,NA,3,3,1,2,2,2,2,1,1,4,2,1,3,1,4,3,2,1,3,1,2
"R_1LdhS1JAISNnKTx",2,63,5,2,2,1,NA,4,1,2,1,1,2,1,1,2,2,1,2,1,3,2,2,1,1,2,1,3
"R_3fCAAhZnFEGMKzk",2,32,2,2,3,NA,0,1,1,2,2,1,3,2,1,2,4,1,3,2,2,2,2,2,1,2,1,3
"R_3fCAAhZnFEGMKzk",2,32,2,2,3,NA,0,2,3,1,1,2,3,2,2,1,4,2,1,3,1,4,2,2,1,1,1,4
"R_3fCAAhZnFEGMKzk",2,32,2,2,3,NA,0,3,2,2,1,1,2,1,1,1,2,2,1,3,3,3,3,1,3,3,3,2
"R_3fCAAhZnFEGMKzk",2,32,2,2,3,NA,0,4,1,2,2,2,2,1,2,2,1,2,2,2,3,3,3,2,7,4,2,4
"R_qQHQhenIeRWNW5X",1,44,5,2,2,0,NA,1,1,1,2,2,2,3,1,1,2,2,2,1,2,3,2,1,1,2,1,3
"R_qQHQhenIeRWNW5X",1,44,5,2,2,0,NA,2,3,1,2,2,2,3,1,1,2,2,1,2,2,4,2,2,1,2,1,4
"R_qQHQhenIeRWNW5X",1,44,5,2,2,0,NA,3,3,2,1,2,2,3,1,1,4,2,1,2,1,4,2,1,1,3,1,4
"R_qQHQhenIeRWNW5X",1,44,5,2,2,0,NA,4,3,2,1,1,2,3,1,2,1,1,3,2,1,4,2,1,1,4,3,3
"R_10HGrosVTHXy3aC",2,26,5,3,2,1,NA,1,1,2,1,1,3,3,1,2,3,1,3,2,1,3,2,1,1,4,1,2
"R_10HGrosVTHXy3aC",2,26,5,3,2,1,NA,2,3,1,1,2,3,3,1,1,4,2,2,2,2,4,2,2,1,2,2,1
"R_10HGrosVTHXy3aC",2,26,5,3,2,1,NA,3,1,1,1,1,3,3,1,2,1,1,2,2,1,3,2,1,1,1,3,3
"R_10HGrosVTHXy3aC",2,26,5,3,2,1,NA,4,3,1,2,2,3,2,1,1,4,2,1,3,2,4,2,2,1,3,2,1
"R_1kUoBvleEJFl7U9",1,30,4,1,1,0,NA,1,1,1,2,1,3,2,1,1,3,2,1,2,2,3,2,2,1,4,2,3
"R_1kUoBvleEJFl7U9",1,30,4,1,1,0,NA,2,2,2,2,2,2,3,2,2,1,1,2,3,1,4,2,1,2,3,1,4
"R_1kUoBvleEJFl7U9",1,30,4,1,1,0,NA,3,3,2,1,2,3,2,1,1,2,2,1,2,2,4,2,2,1,1,3,2
"R_1kUoBvleEJFl7U9",1,30,4,1,1,0,NA,4,1,1,2,1,3,3,2,2,3,1,2,2,2,2,2,1,1,1,3,1
"R_xs9H5J8PGFIA3br",1,34,5,3,1,0,NA,1,2,1,1,2,3,1,2,1,2,2,2,3,2,3,2,1,2,4,3,3
"R_xs9H5J8PGFIA3br",1,34,5,3,1,0,NA,2,1,1,2,1,2,3,1,2,3,1,3,2,2,2,3,1,1,2,2,1
"R_xs9H5J8PGFIA3br",1,34,5,3,1,0,NA,3,1,2,1,1,1,2,2,2,1,1,2,1,1,3,1,2,3,1,1,4
"R_xs9H5J8PGFIA3br",1,34,5,3,1,0,NA,4,3,1,1,2,3,3,1,1,2,2,1,3,2,4,2,2,1,1,2,3
"R_1rP9tfl9AX1yUhN",1,22,5,3,3,NA,-1,1,3,2,1,1,3,3,1,1,3,2,2,2,2,3,2,2,1,3,2,4
"R_1rP9tfl9AX1yUhN",1,22,5,3,3,NA,-1,2,3,2,2,2,3,2,1,1,4,2,2,3,2,4,2,2,1,1,1,1
"R_1rP9tfl9AX1yUhN",1,22,5,3,3,NA,-1,3,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,3,3
"R_1rP9tfl9AX1yUhN",1,22,5,3,3,NA,-1,4,2,2,2,2,3,3,1,1,1,2,2,2,1,3,2,2,1,2,2,4
"R_RlsaZexaPzZkMsV",2,22,3,3,3,NA,1,1,3,1,2,1,3,2,1,2,2,2,3,2,2,3,2,2,1,1,1,2
"R_RlsaZexaPzZkMsV",2,22,3,3,3,NA,1,2,3,2,1,2,3,2,1,1,4,1,1,2,2,3,2,2,1,1,3,3
"R_RlsaZexaPzZkMsV",2,22,3,3,3,NA,1,3,3,2,1,1,3,3,1,2,1,1,3,3,2,1,1,1,1,4,3,2
"R_RlsaZexaPzZkMsV",2,22,3,3,3,NA,1,4,2,2,1,1,3,2,1,2,3,1,3,3,2,2,1,1,1,1,1,4
"R_1H6vreL15oKoZcf",2,28,5,5,3,NA,0,1,2,1,1,2,2,1,2,1,4,1,3,3,1,2,2,1,1,1,1,3
"R_1H6vreL15oKoZcf",2,28,5,5,3,NA,0,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,3,3,2
"R_1H6vreL15oKoZcf",2,28,5,5,3,NA,0,3,1,1,2,1,2,1,1,1,1,2,1,1,3,3,2,2,1,2,2,4
"R_1H6vreL15oKoZcf",2,28,5,5,3,NA,0,4,2,2,1,2,2,1,1,1,1,1,2,2,4,1,3,1,1,3,1,4
"R_2pWaXZDFa23aZkt",2,30,5,1,3,NA,0,1,3,2,2,2,3,3,1,1,1,2,2,2,2,3,2,1,1,2,2,1
"R_2pWaXZDFa23aZkt",2,30,5,1,3,NA,0,2,2,1,2,1,2,1,1,2,4,2,2,1,1,2,2,1,1,1,3,3
"R_2pWaXZDFa23aZkt",2,30,5,1,3,NA,0,3,2,2,1,1,2,1,1,2,2,1,3,1,1,2,3,1,1,3,2,2
"R_2pWaXZDFa23aZkt",2,30,5,1,3,NA,0,4,2,1,2,2,1,1,1,1,3,2,2,1,1,3,2,2,1,4,1,3
"R_2bN72qv3YPoG3Cy",1,29,5,2,2,1,NA,1,1,1,1,1,2,3,1,2,3,1,3,2,3,2,2,1,1,3,2,1
"R_2bN72qv3YPoG3Cy",1,29,5,2,2,1,NA,2,2,2,2,1,2,2,1,1,2,2,2,2,1,3,3,1,1,4,1,3
"R_2bN72qv3YPoG3Cy",1,29,5,2,2,1,NA,3,1,2,2,1,2,3,1,1,4,2,3,2,2,3,1,1,7,2,3,4
"R_2bN72qv3YPoG3Cy",1,29,5,2,2,1,NA,4,2,1,1,2,3,3,1,1,2,2,2,3,2,3,2,2,1,1,1,4
"R_1ihAt5pRT99nLhH",2,36,6,4,2,1,NA,1,3,1,2,1,2,3,1,1,4,1,2,2,2,2,2,2,1,3,1,3
"R_1ihAt5pRT99nLhH",2,36,6,4,2,1,NA,2,2,1,2,2,3,2,1,1,2,2,1,2,2,3,2,2,1,3,1,2
"R_1ihAt5pRT99nLhH",2,36,6,4,2,1,NA,3,1,2,2,2,3,1,1,1,2,2,1,2,1,2,2,2,1,1,2,4
"R_1ihAt5pRT99nLhH",2,36,6,4,2,1,NA,4,2,1,1,1,3,3,2,2,2,1,2,1,3,3,2,1,2,3,2,2
"R_3mlTVTpgEc71uxH",1,65,3,2,2,0,NA,1,3,1,1,1,2,3,1,2,4,1,3,2,2,4,2,2,1,3,3,3
"R_3mlTVTpgEc71uxH",1,65,3,2,2,0,NA,2,1,1,2,2,3,1,2,1,3,2,2,3,2,2,3,1,1,1,1,2
"R_3mlTVTpgEc71uxH",1,65,3,2,2,0,NA,3,1,1,2,2,2,1,1,1,2,2,2,2,1,3,2,2,1,2,2,1
"R_3mlTVTpgEc71uxH",1,65,3,2,2,0,NA,4,1,1,2,2,2,1,1,1,3,2,2,2,3,3,2,2,1,3,2,1
"R_1jVpjj0ulSs1YvF",2,32,5,2,2,1,NA,1,3,2,2,2,2,2,1,1,3,2,1,3,1,3,2,1,1,1,2,1
"R_1jVpjj0ulSs1YvF",2,32,5,2,2,1,NA,2,1,2,2,1,2,2,1,1,1,2,2,2,2,3,2,1,2,4,3,2
"R_1jVpjj0ulSs1YvF",2,32,5,2,2,1,NA,3,1,1,2,1,2,1,1,2,4,1,2,2,3,2,2,2,7,3,1,3
"R_1jVpjj0ulSs1YvF",2,32,5,2,2,1,NA,4,1,2,1,1,3,3,2,2,3,1,2,2,2,3,2,1,3,2,3,4
"R_2amZ1NJFr7mizhH",2,32,5,4,2,0,NA,1,1,1,1,2,2,3,1,1,4,2,3,2,1,3,2,2,1,4,2,1
