ee,u.id.otree,id.t,session.id,u.id,task.time,participant.ip_address,alpha,chance_ex1,chance_ex2,chance_ex3,chance_ex4,r.task,n.task,session.code,ProbC1,ProbB1,ProbA1,ProbC2,ProbB2,ProbA2
5,qwy2ev4x,xtwentyfour,4,77,16,10.152.237.144,100,,,,,9,64,ri3tgypi,0.55,0,0.45,0.5,0.5,0
5,qwy2ev4x,xtwentyfour,4,77,7,10.152.237.144,100,,,,,10,19,ri3tgypi,0.95,0,0.05,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,7,10.152.237.144,100,,,,,11,10,ri3tgypi,0.9,0,0.1,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,17,10.152.237.144,100,,,,,12,57,ri3tgypi,0.85,0,0.15,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,10,10.152.237.144,100,,,,,13,5,ri3tgypi,0.8,0,0.2,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,16,10.152.237.144,100,,,,,14,49,ri3tgypi,0.75,0,0.25,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,16,10.152.237.144,95,,,,,15,44,ri3tgypi,0.7,0,0.3,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,20,10.152.237.144,72,,,,,16,41,ri3tgypi,0.65,0,0.35,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,12,10.152.237.144,100,,,,,17,54,ri3tgypi,0.6,0,0.4,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,12,10.152.237.144,100,,,,,18,7,ri3tgypi,0.55,0,0.45,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,19,10.152.237.144,100,,,,,19,65,ri3tgypi,0.5,0,0.5,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,11,10.152.237.144,100,,,,,20,55,ri3tgypi,0.45,0,0.55,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,18,10.152.237.144,71,,,,,21,43,ri3tgypi,0.4,0,0.6,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,11,10.152.237.144,0,,,,,22,27,ri3tgypi,0.35,0,0.65,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,11,10.152.237.144,30,,,,,23,39,ri3tgypi,0.3,0,0.7,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,18,10.152.237.144,31,,,,,24,58,ri3tgypi,0.25,0,0.75,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,16,10.152.237.144,100,,,,,25,77,ri3tgypi,0.2,0,0.8,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,21,10.152.237.144,41,,,,,26,46,ri3tgypi,0.15,0,0.85,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,26,10.152.237.144,43,,,,,27,68,ri3tgypi,0.1,0,0.9,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,12,10.152.237.144,49,,,,,28,50,ri3tgypi,0.05,0,0.95,0,1,0
5,qwy2ev4x,xtwentyfour,4,77,12,10.152.237.144,100,,,,,29,13,ri3tgypi,0.8,0,0.2,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,21,10.152.237.144,100,,,,,30,38,ri3tgypi,0.75,0,0.25,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,25,10.152.237.144,100,,,,,31,30,ri3tgypi,0.7,0,0.3,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,18,10.152.237.144,100,,,,,32,21,ri3tgypi,0.65,0,0.35,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,13,10.152.237.144,100,,,,,33,8,ri3tgypi,0.6,0,0.4,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,11,10.152.237.144,100,,,,,34,70,ri3tgypi,0.55,0,0.45,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,21,10.152.237.144,40,,,,,35,67,ri3tgypi,0.5,0,0.5,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,15,10.152.237.144,55,,,,,36,63,ri3tgypi,0.45,0,0.55,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,14,10.152.237.144,100,,,,,37,66,ri3tgypi,0.4,0,0.6,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,219,10.152.237.144,0,0,100,50,100,38,1,ri3tgypi,0.35,0,0.65,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,16,10.152.237.144,0,,,,,39,18,ri3tgypi,0.3,0,0.7,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,9,10.152.237.144,0,,,,,40,28,ri3tgypi,0.25,0,0.75,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,13,10.152.237.144,0,,,,,41,6,ri3tgypi,0.2,0,0.8,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,11,10.152.237.144,0,,,,,42,24,ri3tgypi,0.15,0,0.85,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,8,10.152.237.144,0,,,,,43,26,ri3tgypi,0.1,0,0.9,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,13,10.152.237.144,50,,,,,44,73,ri3tgypi,0.05,0,0.95,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,10,10.152.237.144,100,,,,,45,9,ri3tgypi,0.65,0,0.35,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,17,10.152.237.144,100,,,,,46,72,ri3tgypi,0.6,0,0.4,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,32,10.152.237.144,0,,,,,47,23,ri3tgypi,0.55,0,0.45,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,19,10.152.237.144,0,,,,,48,36,ri3tgypi,0.5,0,0.5,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,11,10.152.237.144,43,,,,,49,60,ri3tgypi,0.45,0,0.55,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,26,10.152.237.144,27,,,,,50,32,ri3tgypi,0.4,0,0.6,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,27,10.152.237.144,37,,,,,51,31,ri3tgypi,0.35,0,0.65,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,26,10.152.237.144,53,,,,,52,76,ri3tgypi,0.3,0,0.7,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,7,10.152.237.144,0,,,,,53,15,ri3tgypi,0.25,0,0.75,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,18,10.152.237.144,100,,,,,54,2,ri3tgypi,0.2,0,0.8,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,11,10.152.237.144,58,,,,,55,75,ri3tgypi,0.15,0,0.85,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,12,10.152.237.144,50,,,,,56,34,ri3tgypi,0.1,0,0.9,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,10,10.152.237.144,51,,,,,57,69,ri3tgypi,0.05,0,0.95,0,0.75,0.25
5,qwy2ev4x,xtwentyfour,4,77,12,10.152.237.144,29,,,,,58,45,ri3tgypi,0.5,0,0.5,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,27,10.152.237.144,37,,,,,59,37,ri3tgypi,0.45,0,0.55,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,10,10.152.237.144,100,,,,,60,74,ri3tgypi,0.4,0,0.6,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,13,10.152.237.144,0,,,,,61,16,ri3tgypi,0.35,0,0.65,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,12,10.152.237.144,40,,,,,62,56,ri3tgypi,0.3,0,0.7,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,13,10.152.237.144,100,,,,,63,47,ri3tgypi,0.25,0,0.75,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,9,10.152.237.144,0,,,,,64,11,ri3tgypi,0.2,0,0.8,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,8,10.152.237.144,0,,,,,65,29,ri3tgypi,0.15,0,0.85,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,15,10.152.237.144,53,,,,,66,48,ri3tgypi,0.1,0,0.9,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,15,10.152.237.144,100,,,,,67,51,ri3tgypi,0.05,0,0.95,0,0.6,0.4
5,qwy2ev4x,xtwentyfour,4,77,16,10.152.237.144,0,,,,,68,17,ri3tgypi,0.35,0,0.65,0,0.45,0.55
5,qwy2ev4x,xtwentyfour,4,77,17,10.152.237.144,100,,,,,69,33,ri3tgypi,0.3,0,0.7,0,0.45,0.55
5,qwy2ev4x,xtwentyfour,4,77,10,10.152.237.144,0,,,,,70,14,ri3tgypi,0.25,0,0.75,0,0.45,0.55
5,qwy2ev4x,xtwentyfour,4,77,7,10.152.237.144,100,,,,,71,25,ri3tgypi,0.2,0,0.8,0,0.45,0.55
5,qwy2ev4x,xtwentyfour,4,77,9,10.152.237.144,100,,,,,72,42,ri3tgypi,0.15,0,0.85,0,0.45,0.55
5,qwy2ev4x,xtwentyfour,4,77,8,10.152.237.144,100,,,,,73,61,ri3tgypi,0.1,0,0.9,0,0.45,0.55
5,qwy2ev4x,xtwentyfour,4,77,6,10.152.237.144,100,,,,,74,62,ri3tgypi,0.05,0,0.95,0,0.45,0.55
5,qwy2ev4x,xtwentyfour,4,77,7,10.152.237.144,100,,,,,75,78,ri3tgypi,0.2,0,0.8,0,0.3,0.7
5,qwy2ev4x,xtwentyfour,4,77,7,10.152.237.144,100,,,,,76,71,ri3tgypi,0.15,0,0.85,0,0.3,0.7
5,qwy2ev4x,xtwentyfour,4,77,17,10.152.237.144,16,,,,,77,40,ri3tgypi,0.1,0,0.9,0,0.3,0.7
5,qwy2ev4x,xtwentyfour,4,77,8,10.152.237.144,100,,,,,78,53,ri3tgypi,0.05,0,0.95,0,0.3,0.7
5,qwy2ev4x,xtwentyfour,4,77,9,10.152.237.144,100,,,,,79,4,ri3tgypi,0.05,0,0.95,0,0.15,0.85
5,qwy2ev4x,xtwentyfour,4,77,16,10.152.237.144,100,,,,,80,80,ri3tgypi,0.65,0,0.35,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,19,10.152.237.144,100,,,,,81,81,ri3tgypi,0.65,0,0.35,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,9,10.152.237.144,100,,,,,82,82,ri3tgypi,0.65,0,0.35,0,0.9,0.1
5,qwy2ev4x,xtwentyfour,4,77,14,10.152.237.144,100,,,,,83,83,ri3tgypi,0.05,0,0.95,0.5,0.5,0
5,qwy2ev4x,xtwentyfour,4,77,7,10.152.237.144,100,,,,,84,84,ri3tgypi,0.05,0,0.95,0.5,0.5,0
5,qwy2ev4x,xtwentyfour,4,77,14,10.152.237.144,100,,,,,85,85,ri3tgypi,0.05,0,0.95,0.5,0.5,0
6,e6ex4wru,aone,4,78,26,10.9.212.204,100,,,,,1,3,ri3tgypi,0.95,0,0.05,0.5,0.5,0
6,e6ex4wru,aone,4,78,10,10.9.212.204,100,,,,,2,69,ri3tgypi,0.9,0,0.1,0.5,0.5,0
6,e6ex4wru,aone,4,78,10,10.9.212.204,100,,,,,3,8,ri3tgypi,0.85,0,0.15,0.5,0.5,0
6,e6ex4wru,aone,4,78,10,10.9.212.204,100,,,,,4,20,ri3tgypi,0.8,0,0.2,0.5,0.5,0
6,e6ex4wru,aone,4,78,9,10.9.212.204,100,,,,,5,48,ri3tgypi,0.75,0,0.25,0.5,0.5,0
6,e6ex4wru,aone,4,78,18,10.9.212.204,28,,,,,6,36,ri3tgypi,0.7,0,0.3,0.5,0.5,0
6,e6ex4wru,aone,4,78,21,10.9.212.204,61,,,,,7,38,ri3tgypi,0.65,0,0.35,0.5,0.5,0
6,e6ex4wru,aone,4,78,23,10.9.212.204,54,,,,,8,76,ri3tgypi,0.6,0,0.4,0.5,0.5,0
6,e6ex4wru,aone,4,78,12,10.9.212.204,64,,,,,9,34,ri3tgypi,0.55,0,0.45,0.5,0.5,0
6,e6ex4wru,aone,4,78,11,10.9.212.204,100,,,,,10,59,ri3tgypi,0.95,0,0.05,0,1,0
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,11,68,ri3tgypi,0.9,0,0.1,0,1,0
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,12,25,ri3tgypi,0.85,0,0.15,0,1,0
6,e6ex4wru,aone,4,78,27,10.9.212.204,89,,,,,13,2,ri3tgypi,0.8,0,0.2,0,1,0
6,e6ex4wru,aone,4,78,11,10.9.212.204,100,,,,,14,62,ri3tgypi,0.75,0,0.25,0,1,0
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,15,75,ri3tgypi,0.7,0,0.3,0,1,0
6,e6ex4wru,aone,4,78,13,10.9.212.204,40,,,,,16,7,ri3tgypi,0.65,0,0.35,0,1,0
6,e6ex4wru,aone,4,78,18,10.9.212.204,100,,,,,17,15,ri3tgypi,0.6,0,0.4,0,1,0
6,e6ex4wru,aone,4,78,17,10.9.212.204,100,,,,,18,47,ri3tgypi,0.55,0,0.45,0,1,0
6,e6ex4wru,aone,4,78,33,10.9.212.204,50,,,,,19,54,ri3tgypi,0.5,0,0.5,0,1,0
6,e6ex4wru,aone,4,78,6,10.9.212.204,100,,,,,20,24,ri3tgypi,0.45,0,0.55,0,1,0
6,e6ex4wru,aone,4,78,17,10.9.212.204,100,,,,,21,55,ri3tgypi,0.4,0,0.6,0,1,0
6,e6ex4wru,aone,4,78,20,10.9.212.204,64,,,,,22,17,ri3tgypi,0.35,0,0.65,0,1,0
6,e6ex4wru,aone,4,78,11,10.9.212.204,66,,,,,23,71,ri3tgypi,0.3,0,0.7,0,1,0
6,e6ex4wru,aone,4,78,18,10.9.212.204,0,,,,,24,40,ri3tgypi,0.25,0,0.75,0,1,0
6,e6ex4wru,aone,4,78,14,10.9.212.204,64,,,,,25,23,ri3tgypi,0.2,0,0.8,0,1,0
6,e6ex4wru,aone,4,78,14,10.9.212.204,86,,,,,26,74,ri3tgypi,0.15,0,0.85,0,1,0
6,e6ex4wru,aone,4,78,14,10.9.212.204,90,,,,,27,44,ri3tgypi,0.1,0,0.9,0,1,0
6,e6ex4wru,aone,4,78,32,10.9.212.204,50,50,50,50,96,28,1,ri3tgypi,0.05,0,0.95,0,1,0
6,e6ex4wru,aone,4,78,10,10.9.212.204,100,,,,,29,10,ri3tgypi,0.8,0,0.2,0,0.9,0.1
6,e6ex4wru,aone,4,78,5,10.9.212.204,100,,,,,30,63,ri3tgypi,0.75,0,0.25,0,0.9,0.1
6,e6ex4wru,aone,4,78,6,10.9.212.204,100,,,,,31,57,ri3tgypi,0.7,0,0.3,0,0.9,0.1
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,32,30,ri3tgypi,0.65,0,0.35,0,0.9,0.1
6,e6ex4wru,aone,4,78,15,10.9.212.204,73,,,,,33,6,ri3tgypi,0.6,0,0.4,0,0.9,0.1
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,34,28,ri3tgypi,0.55,0,0.45,0,0.9,0.1
6,e6ex4wru,aone,4,78,10,10.9.212.204,100,,,,,35,22,ri3tgypi,0.5,0,0.5,0,0.9,0.1
6,e6ex4wru,aone,4,78,11,10.9.212.204,100,,,,,36,53,ri3tgypi,0.45,0,0.55,0,0.9,0.1
6,e6ex4wru,aone,4,78,13,10.9.212.204,100,,,,,37,11,ri3tgypi,0.4,0,0.6,0,0.9,0.1
6,e6ex4wru,aone,4,78,11,10.9.212.204,100,,,,,38,67,ri3tgypi,0.35,0,0.65,0,0.9,0.1
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,39,18,ri3tgypi,0.3,0,0.7,0,0.9,0.1
6,e6ex4wru,aone,4,78,9,10.9.212.204,100,,,,,40,52,ri3tgypi,0.25,0,0.75,0,0.9,0.1
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,41,31,ri3tgypi,0.2,0,0.8,0,0.9,0.1
6,e6ex4wru,aone,4,78,10,10.9.212.204,100,,,,,42,14,ri3tgypi,0.15,0,0.85,0,0.9,0.1
6,e6ex4wru,aone,4,78,23,10.9.212.204,90,,,,,43,78,ri3tgypi,0.1,0,0.9,0,0.9,0.1
6,e6ex4wru,aone,4,78,22,10.9.212.204,0,,,,,44,51,ri3tgypi,0.05,0,0.95,0,0.9,0.1
6,e6ex4wru,aone,4,78,16,10.9.212.204,74,,,,,45,5,ri3tgypi,0.65,0,0.35,0,0.75,0.25
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,46,43,ri3tgypi,0.6,0,0.4,0,0.75,0.25
6,e6ex4wru,aone,4,78,5,10.9.212.204,100,,,,,47,33,ri3tgypi,0.55,0,0.45,0,0.75,0.25
6,e6ex4wru,aone,4,78,9,10.9.212.204,100,,,,,48,19,ri3tgypi,0.5,0,0.5,0,0.75,0.25
6,e6ex4wru,aone,4,78,5,10.9.212.204,100,,,,,49,45,ri3tgypi,0.45,0,0.55,0,0.75,0.25
6,e6ex4wru,aone,4,78,5,10.9.212.204,100,,,,,50,26,ri3tgypi,0.4,0,0.6,0,0.75,0.25
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,51,73,ri3tgypi,0.35,0,0.65,0,0.75,0.25
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,52,77,ri3tgypi,0.3,0,0.7,0,0.75,0.25
6,e6ex4wru,aone,4,78,18,10.9.212.204,0,,,,,53,56,ri3tgypi,0.25,0,0.75,0,0.75,0.25
6,e6ex4wru,aone,4,78,9,10.9.212.204,100,,,,,54,79,ri3tgypi,0.2,0,0.8,0,0.75,0.25
6,e6ex4wru,aone,4,78,10,10.9.212.204,0,,,,,55,27,ri3tgypi,0.15,0,0.85,0,0.75,0.25
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,56,39,ri3tgypi,0.1,0,0.9,0,0.75,0.25
6,e6ex4wru,aone,4,78,11,10.9.212.204,100,,,,,57,50,ri3tgypi,0.05,0,0.95,0,0.75,0.25
6,e6ex4wru,aone,4,78,15,10.9.212.204,100,,,,,58,4,ri3tgypi,0.5,0,0.5,0,0.6,0.4
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,59,35,ri3tgypi,0.45,0,0.55,0,0.6,0.4
6,e6ex4wru,aone,4,78,12,10.9.212.204,100,,,,,60,58,ri3tgypi,0.4,0,0.6,0,0.6,0.4
6,e6ex4wru,aone,4,78,11,10.9.212.204,0,,,,,61,29,ri3tgypi,0.35,0,0.65,0,0.6,0.4
6,e6ex4wru,aone,4,78,12,10.9.212.204,0,,,,,62,9,ri3tgypi,0.3,0,0.7,0,0.6,0.4
6,e6ex4wru,aone,4,78,6,10.9.212.204,100,,,,,63,66,ri3tgypi,0.25,0,0.75,0,0.6,0.4
6,e6ex4wru,aone,4,78,6,10.9.212.204,100,,,,,64,61,ri3tgypi,0.2,0,0.8,0,0.6,0.4
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,65,37,ri3tgypi,0.15,0,0.85,0,0.6,0.4
6,e6ex4wru,aone,4,78,10,10.9.212.204,0,,,,,66,49,ri3tgypi,0.1,0,0.9,0,0.6,0.4
6,e6ex4wru,aone,4,78,6,10.9.212.204,100,,,,,67,65,ri3tgypi,0.05,0,0.95,0,0.6,0.4
6,e6ex4wru,aone,4,78,10,10.9.212.204,100,,,,,68,60,ri3tgypi,0.35,0,0.65,0,0.45,0.55
6,e6ex4wru,aone,4,78,6,10.9.212.204,100,,,,,69,32,ri3tgypi,0.3,0,0.7,0,0.45,0.55
6,e6ex4wru,aone,4,78,5,10.9.212.204,100,,,,,70,70,ri3tgypi,0.25,0,0.75,0,0.45,0.55
6,e6ex4wru,aone,4,78,6,10.9.212.204,100,,,,,71,42,ri3tgypi,0.2,0,0.8,0,0.45,0.55
6,e6ex4wru,aone,4,78,14,10.9.212.204,0,,,,,72,21,ri3tgypi,0.15,0,0.85,0,0.45,0.55
6,e6ex4wru,aone,4,78,7,10.9.212.204,0,,,,,73,41,ri3tgypi,0.1,0,0.9,0,0.45,0.55
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,74,64,ri3tgypi,0.05,0,0.95,0,0.45,0.55
6,e6ex4wru,aone,4,78,9,10.9.212.204,100,,,,,75,12,ri3tgypi,0.2,0,0.8,0,0.3,0.7
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,76,72,ri3tgypi,0.15,0,0.85,0,0.3,0.7
6,e6ex4wru,aone,4,78,5,10.9.212.204,100,,,,,77,46,ri3tgypi,0.1,0,0.9,0,0.3,0.7
6,e6ex4wru,aone,4,78,18,10.9.212.204,100,,,,,78,13,ri3tgypi,0.05,0,0.95,0,0.3,0.7
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,79,16,ri3tgypi,0.05,0,0.95,0,0.15,0.85
6,e6ex4wru,aone,4,78,16,10.9.212.204,100,,,,,80,80,ri3tgypi,0.65,0,0.35,0,0.9,0.1
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,81,81,ri3tgypi,0.65,0,0.35,0,0.9,0.1
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,82,82,ri3tgypi,0.65,0,0.35,0,0.9,0.1
6,e6ex4wru,aone,4,78,8,10.9.212.204,100,,,,,83,83,ri3tgypi,0.05,0,0.95,0.5,0.5,0
6,e6ex4wru,aone,4,78,7,10.9.212.204,100,,,,,84,84,ri3tgypi,0.05,0,0.95,0.5,0.5,0
6,e6ex4wru,aone,4,78,6,10.9.212.204,100,,,,,85,85,ri3tgypi,0.05,0,0.95,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,19,10.151.201.12,33,,,,,1,67,ri3tgypi,0.95,0,0.05,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,18,10.151.201.12,100,,,,,2,33,ri3tgypi,0.9,0,0.1,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,15,10.151.201.12,100,,,,,3,72,ri3tgypi,0.85,0,0.15,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,12,10.151.201.12,100,,,,,4,42,ri3tgypi,0.8,0,0.2,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,44,10.151.201.12,100,,,,,5,19,ri3tgypi,0.75,0,0.25,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,14,10.151.201.12,100,,,,,6,79,ri3tgypi,0.7,0,0.3,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,12,10.151.201.12,100,,,,,7,61,ri3tgypi,0.65,0,0.35,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,16,10.151.201.12,100,,,,,8,39,ri3tgypi,0.6,0,0.4,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,13,10.151.201.12,100,,,,,9,62,ri3tgypi,0.55,0,0.45,0.5,0.5,0
7,dzrrhzsp,ltwelve,4,79,17,10.151.201.12,100,,,,,10,36,ri3tgypi,0.95,0,0.05,0,1,0
7,dzrrhzsp,ltwelve,4,79,13,10.151.201.12,100,,,,,11,57,ri3tgypi,0.9,0,0.1,0,1,0
7,dzrrhzsp,ltwelve,4,79,22,10.151.201.12,100,,,,,12,7,ri3tgypi,0.85,0,0.15,0,1,0
7,dzrrhzsp,ltwelve,4,79,25,10.151.201.12,100,,,,,13,15,ri3tgypi,0.8,0,0.2,0,1,0
7,dzrrhzsp,ltwelve,4,79,20,10.151.201.12,100,,,,,14,23,ri3tgypi,0.75,0,0.25,0,1,0
7,dzrrhzsp,ltwelve,4,79,13,10.151.201.12,100,,,,,15,21,ri3tgypi,0.7,0,0.3,0,1,0
7,dzrrhzsp,ltwelve,4,79,11,10.151.201.12,100,,,,,16,73,ri3tgypi,0.65,0,0.35,0,1,0
7,dzrrhzsp,ltwelve,4,79,16,10.151.201.12,100,,,,,17,5,ri3tgypi,0.6,0,0.4,0,1,0
7,dzrrhzsp,ltwelve,4,79,8,10.151.201.12,100,,,,,18,75,ri3tgypi,0.55,0,0.45,0,1,0
7,dzrrhzsp,ltwelve,4,79,17,10.151.201.12,100,,,,,19,45,ri3tgypi,0.5,0,0.5,0,1,0
7,dzrrhzsp,ltwelve,4,79,22,10.151.201.12,88,,,,,20,20,ri3tgypi,0.45,0,0.55,0,1,0
7,dzrrhzsp,ltwelve,4,79,21,10.151.201.12,88,,,,,21,24,ri3tgypi,0.4,0,0.6,0,1,0
7,dzrrhzsp,ltwelve,4,79,19,10.151.201.12,86,,,,,22,31,ri3tgypi,0.35,0,0.65,0,1,0
7,dzrrhzsp,ltwelve,4,79,13,10.151.201.12,87,,,,,23,64,ri3tgypi,0.3,0,0.7,0,1,0
7,dzrrhzsp,ltwelve,4,79,30,10.151.201.12,80,,,,,24,38,ri3tgypi,0.25,0,0.75,0,1,0
7,dzrrhzsp,ltwelve,4,79,32,10.151.201.12,0,,,,,25,11,ri3tgypi,0.2,0,0.8,0,1,0
7,dzrrhzsp,ltwelve,4,79,17,10.151.201.12,0,,,,,26,10,ri3tgypi,0.15,0,0.85,0,1,0
7,dzrrhzsp,ltwelve,4,79,11,10.151.201.12,0,,,,,27,74,ri3tgypi,0.1,0,0.9,0,1,0
7,dzrrhzsp,ltwelve,4,79,12,10.151.201.12,0,,,,,28,14,ri3tgypi,0.05,0,0.95,0,1,0
7,dzrrhzsp,ltwelve,4,79,14,10.151.201.12,0,,,,,29,70,ri3tgypi,0.8,0,0.2,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,17,10.151.201.12,93,,,,,30,52,ri3tgypi,0.75,0,0.25,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,22,10.151.201.12,92,,,,,31,16,ri3tgypi,0.7,0,0.3,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,30,10.151.201.12,93,,,,,32,4,ri3tgypi,0.65,0,0.35,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,30,10.151.201.12,92,,,,,33,40,ri3tgypi,0.6,0,0.4,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,26,10.151.201.12,91,,,,,34,68,ri3tgypi,0.55,0,0.45,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,26,10.151.201.12,88,,,,,35,3,ri3tgypi,0.5,0,0.5,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,16,10.151.201.12,94,,,,,36,65,ri3tgypi,0.45,0,0.55,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,12,10.151.201.12,90,,,,,37,77,ri3tgypi,0.4,0,0.6,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,14,10.151.201.12,86,,,,,38,66,ri3tgypi,0.35,0,0.65,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,41,10.151.201.12,0,,,,,39,6,ri3tgypi,0.3,0,0.7,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,21,10.151.201.12,80,,,,,40,34,ri3tgypi,0.25,0,0.75,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,19,10.151.201.12,0,,,,,41,13,ri3tgypi,0.2,0,0.8,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,22,10.151.201.12,62,,,,,42,2,ri3tgypi,0.15,0,0.85,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,7,10.151.201.12,0,,,,,43,76,ri3tgypi,0.1,0,0.9,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,43,10.151.201.12,0,0,7,0,98,44,1,ri3tgypi,0.05,0,0.95,0,0.9,0.1
7,dzrrhzsp,ltwelve,4,79,18,10.151.201.12,100,,,,,45,47,ri3tgypi,0.65,0,0.35,0,0.75,0.25
